p0_1,p0_2,p0_3,p0_4,p0_5,p0_6,p0_7,p0_8,p*_1,p*_2,p*_3,p*_4,p*_5,p*_6,p*_7,p*_8,p*-p0_1,p*-p0_2,p*-p0_3,p*-p0_4,p*-p0_5,p*-p0_6,p*-p0_7,p*-p0_8
0.04631848185968139,0.08256289934912284,0.05515870179981115,0.11076064871912356,0.04415883726608701,0.1819723445713192,0.26969675350955574,0.20937133292529914,0.035683255898222965,0.05154313988876955,0.042524608926313594,0.11748091969209745,0.045164365802666175,0.18974327041843178,0.29121483366635426,0.2266456057071442,-0.010635225961458425,-0.031019759460353284,-0.012634092873497559,0.006720270972973896,0.0010055285365791616,0.007770925847112586,0.021518080156798514,0.017274272781845068
0.16873232927120585,0.06383017934436393,0.1876647122867492,0.05937801399898663,0.13527671819450368,0.05137895285213848,0.10541988523461521,0.2283192088174371,0.1514952459551723,0.05663053765494203,0.2082765694915368,0.0564248884183145,0.14714832213312906,0.045265229025651596,0.08221924463588162,0.2525399626853721,-0.017237083316033547,-0.007199641689421894,0.020611857204787615,-0.0029531255806721293,0.01187160393862538,-0.006113723826486887,-0.023200640598733585,0.024220753867934985
0.07576091328330416,0.13008863972818197,0.3976928008600142,0.06065770658746261,0.0664252444055258,0.19520637014071807,0.03283848567735366,0.0413298393174395,0.07417161865608737,0.12299089207649863,0.4458987713057931,0.055835128475455846,0.05126016563165103,0.20607435330220805,0.01609335395209288,0.02767571660021316,-0.0015892946272167835,-0.007097747651683334,0.0482059704457789,-0.004822578112006766,-0.015165078773874768,0.010867983161489986,-0.01674513172526078,-0.013654122717226339
0.12591644880660113,0.21402440125669636,0.057715880258132554,0.04113761387552143,0.1086012811339976,0.08971702795864998,0.268089052573206,0.09479829413719498,0.1053944582593144,0.25502717446474044,0.03550888970087044,0.03392582597184258,0.09519673339168354,0.07668143315237937,0.29532302966357826,0.1029424553955908,-0.020521990547286734,0.041002773208044074,-0.022206990557262114,-0.007211787903678851,-0.01340454774231406,-0.013035594806270617,0.027233977090372286,0.008144161258395816
0.0958751907317934,0.10664963365031295,0.2029350778486013,0.11500254399020958,0.1712387306443057,0.10331202840076395,0.13647312334269546,0.06851367139131757,0.09189563337548515,0.09823092178024434,0.23563469512685561,0.13716738006708096,0.15834648932394227,0.09436252570375868,0.12625184442933715,0.05811051019329583,-0.003979557356308255,-0.00841871187006861,0.03269961727825432,0.022164836076871378,-0.012892241320363429,-0.008949502697005271,-0.010221278913358306,-0.010403161198021746
0.04419572326209751,0.19441947804047433,0.07980613275534566,0.02747923550160069,0.37927760891981593,0.05775206655477194,0.17963068544094993,0.03743906952494401,0.03360516746465099,0.2053909269829942,0.061787890922809945,0.01975877571192024,0.4316088219533892,0.038170307550648645,0.18469695579231069,0.024981153621276092,-0.01059055579744652,0.010971448942519862,-0.018018241832535718,-0.0077204597896804485,0.05233121303357324,-0.019581759004123296,0.005066270351360758,-0.012457915903667918
0.1950494747970647,0.29848670850868503,0.03905934920800763,0.12102489290931066,0.06465874784631621,0.16084780684823827,0.09758856837606711,0.02328445150631036,0.19407652195206876,0.33576623199281747,0.03518882792535743,0.10572056029158514,0.05829197208308556,0.1699595930588793,0.08570621851694023,0.015290074179266235,-0.0009729528449959335,0.03727952348413244,-0.0038705212826502036,-0.015304332617725527,-0.006366775763230657,0.009111786210641043,-0.011882349859126881,-0.007994377327044125
0.08238785767744401,0.22149935344912272,0.035432460842917325,0.06709742732017171,0.04948558931289759,0.1354653123276854,0.10065485588984138,0.3079771431799197,0.07055236351840732,0.23367987346114596,0.026260451951580062,0.06677735522686727,0.04000796812256348,0.12444378641824205,0.09070494975166586,0.34757325154952806,-0.011835494159036689,0.012180520012023244,-0.009172008891337263,-0.0003200720933044382,-0.009477621190334115,-0.011021525909443358,-0.009949906138175521,0.03959610836960836
0.10757329340361095,0.23035806774059797,0.05941883829500267,0.03469082223832035,0.3323929082508803,0.02087232782585557,0.10173760631598595,0.11295613592974624,0.10954638150376204,0.24856404975617163,0.04233583155654018,0.021059992659120935,0.3713703630910163,0.016710331841832793,0.09150407672444742,0.09890897286710869,0.0019730881001510936,0.018205982015573663,-0.01708300673846249,-0.013630829579199418,0.03897745484013598,-0.004161995984022778,-0.010233529591538532,-0.01404716306263755
0.09209341967261178,0.05398590231869087,0.11579436586019191,0.21444796145797806,0.06872987187071221,0.2935592747645661,0.06885325480494202,0.09253594925030711,0.07958013630405553,0.06229640248710524,0.0968013118516472,0.2353918365495979,0.05802613741802586,0.33446154948564627,0.057456284552963206,0.07598634135095887,-0.012513283368556255,0.008310500168414371,-0.018993054008544716,0.020943875091619824,-0.010703734452686346,0.040902274721080156,-0.011396970251978812,-0.016549607899348243
0.2058836068860736,0.14522442790381798,0.24253577168563326,0.09512828762630349,0.021242459838546415,0.013432415774245787,0.1809730238700416,0.09558000641533768,0.20490138030014665,0.15534413725852284,0.2623226104676596,0.08302493952381837,0.014546484048932011,0.011143028743769212,0.1798590986241682,0.08885832103298313,-0.0009822265859269486,0.010119709354704853,0.019786838782026334,-0.012103348102485117,-0.006695975789614403,-0.0022893870304765748,-0.0011139252458733928,-0.006721685382354542
0.042954909089886854,0.038144866855718496,0.043175815662814615,0.43492551979174554,0.019452426800406163,0.22131230320701825,0.14551027306458947,0.05452388552782062,0.02734550821761456,0.021286410552115984,0.0355020186228474,0.46519917197361366,0.011691487203469537,0.24022866168235738,0.1551000987747325,0.04364664297324901,-0.015609400872272295,-0.016858456303602512,-0.007673797039967213,0.030273652181868116,-0.0077609395969366265,0.018916358475339123,0.009589825710143024,-0.010877242554571613
0.033400132774469106,0.2133997500594066,0.16115237182139558,0.20955737262375618,0.11220202699160037,0.04999245865610799,0.133197921501721,0.08709796557154309,0.021323352781986018,0.2193994457008259,0.18405102413835933,0.22109000122406156,0.09248639052126101,0.03165852922214187,0.13564871639245338,0.09434254001891072,-0.012076779992483088,0.005999695641419306,0.022898652316963752,0.011532628600305378,-0.01971563647033936,-0.01833392943396612,0.002450794890732383,0.007244574447367633
0.18489716415878038,0.03739831910932501,0.28694913602339167,0.03399138095638413,0.1794305069622737,0.09377957976790877,0.032109721047669265,0.15144419197426698,0.19336913061902247,0.033805155276115086,0.3121977807061811,0.026808223028573098,0.16951606340411973,0.0830876668910067,0.022052166306974416,0.15916381376800742,0.008471966460242092,-0.003593163833209921,0.025248644682789423,-0.007183157927811035,-0.009914443558153962,-0.010691912876902063,-0.010057554740694849,0.007719621793740444
0.17934710229213663,0.052331480659268854,0.10152939063372177,0.14659877365791898,0.19239144617003856,0.1290034575118065,0.15454500953650221,0.04425333953860643,0.2265642710740039,0.03896115875609609,0.09595682579733172,0.17431712729336682,0.1825371995701915,0.09902613237157343,0.15014932053109997,0.032487964606336676,0.04721716878186727,-0.013370321903172763,-0.005572564836390043,0.027718353635447834,-0.009854246599847072,-0.029977325140233074,-0.004395689005402242,-0.011765374932269757
0.18663928633497684,0.02977268032718467,0.4021181708148177,0.1479101649631302,0.019850773476153123,0.06920787153352652,0.06879339890401094,0.07570765364620007,0.19784105057883208,0.021474711733837474,0.44964237967524534,0.1444957514238903,0.01809882284708712,0.055031103771378084,0.05118839761781138,0.06222778235191833,0.011201764243855244,-0.008297968593347197,0.04752420886042763,-0.0034144135392399078,-0.0017519506290660028,-0.014176767762148434,-0.01760500128619956,-0.013479871294281735
0.16111353224547786,0.06435554076863582,0.0617967368616875,0.08418917655916197,0.25194194343055365,0.07377002121680258,0.09489837248289178,0.20793467643478883,0.1632463551102067,0.04777553286988294,0.047872491377740536,0.0904381601342445,0.2695858162694564,0.056200070821384625,0.10016789079018194,0.2247136826269024,0.0021328228647288228,-0.016580007898752885,-0.01392424548394696,0.006248983575082523,0.01764387283890273,-0.017569950395417956,0.005269518307290166,0.01677900619211356
0.053004939751590284,0.0767664545204304,0.06408914519103409,0.12219418587997456,0.05526195770623341,0.25553988458771304,0.10673955710918176,0.26640387525384257,0.051193938062527915,0.05004964924252614,0.05003732353760446,0.10876632233027642,0.037573409471578036,0.2945324263031994,0.08914175230864814,0.31870517874363946,-0.0018110016890623692,-0.026716805277904265,-0.014051821653429629,-0.013427863549698146,-0.017688548234655377,0.038992541715486384,-0.01759780480053362,0.05230130348979689
