Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,NaN,0.03349646635493427,72.537125,65.537125,0.1269727500975132
0.95,NaN,0.1465181031764102,108.0,101.0,0.20399999618530273
