p0_1,p0_2,p0_3,p0_4,p0_5,p0_6,p0_7,p0_8,p*_1,p*_2,p*_3,p*_4,p*_5,p*_6,p*_7,p*_8,p*-p0_1,p*-p0_2,p*-p0_3,p*-p0_4,p*-p0_5,p*-p0_6,p*-p0_7,p*-p0_8
0.04631848185968139,0.08256289934912284,0.05515870179981115,0.11076064871912356,0.04415883726608701,0.1819723445713192,0.26969675350955574,0.20937133292529914,0.033666461755104994,0.05220051209944016,0.04107926796405644,0.11720587226121794,0.04671411850196873,0.19256092788561546,0.2908059846374555,0.22576685489514087,-0.012652020104576396,-0.030362387249682675,-0.01407943383575471,0.006445223542094383,0.0025552812358817165,0.010588583314296268,0.021109231127899752,0.01639552196984173
0.16873232927120585,0.06383017934436393,0.1876647122867492,0.05937801399898663,0.13527671819450368,0.05137895285213848,0.10541988523461521,0.2283192088174371,0.1496244499502997,0.056593600647663084,0.21049789517245407,0.052646590667373684,0.1457989556838479,0.045555261424443785,0.08323176343222509,0.2560514830216926,-0.019107879320906157,-0.007236578696700843,0.022833182885704878,-0.006731423331612946,0.010522237489344222,-0.005823691427694698,-0.022188121802390118,0.027732274204255503
0.07576091328330416,0.13008863972818197,0.3976928008600142,0.06065770658746261,0.0664252444055258,0.19520637014071807,0.03283848567735366,0.0413298393174395,0.07520117259787339,0.12356889057107955,0.43472813777086394,0.058063007773607477,0.05360058237495622,0.2066961633768597,0.019393688279052513,0.028748357255707173,-0.0005597406854307707,-0.00651974915710242,0.03703533691084976,-0.0025946988138551355,-0.012824662030569582,0.011489793236141632,-0.013444797398301147,-0.012581482061732326
0.12591644880660113,0.21402440125669636,0.057715880258132554,0.04113761387552143,0.1086012811339976,0.08971702795864998,0.268089052573206,0.09479829413719498,0.10195862989781779,0.2576393727619766,0.04095008729860943,0.03331109598272528,0.09143950941227791,0.07553990546475814,0.2991493369685015,0.10001206221333339,-0.023957818908783346,0.043614971505280264,-0.016765792959523122,-0.007826517892796148,-0.01716177172171969,-0.014177122493891844,0.031060284395295512,0.005213768076138409
0.0958751907317934,0.10664963365031295,0.2029350778486013,0.11500254399020958,0.1712387306443057,0.10331202840076395,0.13647312334269546,0.06851367139131757,0.08922344036598169,0.09925227812791527,0.23870857259933478,0.13527524867669913,0.15936267029638204,0.09614720633707262,0.12700668370678378,0.055023899889830835,-0.006651750365811712,-0.007397355522397675,0.03577349475073349,0.020272704686489548,-0.011876060347923656,-0.007164822063691331,-0.009466439635911678,-0.013489771501486739
0.04419572326209751,0.19441947804047433,0.07980613275534566,0.02747923550160069,0.37927760891981593,0.05775206655477194,0.17963068544094993,0.03743906952494401,0.030995259114604795,0.2053714215269558,0.05948269715653527,0.019271244978791187,0.4305925530973761,0.04050279480561648,0.1875268205177173,0.026257208802403096,-0.013200464147492715,0.010951943486481486,-0.02032343559881039,-0.008207990522809502,0.05131494417756016,-0.017249271749155463,0.007896135076767369,-0.011181860722540914
0.1950494747970647,0.29848670850868503,0.03905934920800763,0.12102489290931066,0.06465874784631621,0.16084780684823827,0.09758856837606711,0.02328445150631036,0.19003210174576443,0.3394909770853307,0.03406048567331926,0.1055405537294564,0.056380190340615095,0.171178603727101,0.08510470383466487,0.018212383863748176,-0.005017373051300261,0.041004268576645686,-0.004998863534688369,-0.01548433917985427,-0.008278557505701119,0.010330796878862736,-0.01248386454140224,-0.0050720676425621836
0.08238785767744401,0.22149935344912272,0.035432460842917325,0.06709742732017171,0.04948558931289759,0.1354653123276854,0.10065485588984138,0.3079771431799197,0.07128441452157006,0.2253643565058911,0.025216740487636134,0.06979532570442218,0.04270197809836571,0.12557171226304545,0.09330360937765533,0.34676186304141404,-0.011103443155873957,0.0038650030567683735,-0.010215720355281191,0.002697898384250469,-0.00678361121453188,-0.009893600064639962,-0.007351246512186049,0.03878471986149434
0.10757329340361095,0.23035806774059797,0.05941883829500267,0.03469082223832035,0.3323929082508803,0.02087232782585557,0.10173760631598595,0.11295613592974624,0.11121245946626376,0.24792497339613515,0.04558988301199509,0.021504942149645243,0.37255945771071314,0.016014567354583027,0.08775832523955478,0.09743539167110979,0.0036391660626528127,0.017566905655537174,-0.01382895528300758,-0.01318588008867511,0.040166549459832834,-0.0048577604712725445,-0.013979281076431177,-0.015520744258636449
0.09209341967261178,0.05398590231869087,0.11579436586019191,0.21444796145797806,0.06872987187071221,0.2935592747645661,0.06885325480494202,0.09253594925030711,0.07920265878883127,0.05473113983419734,0.09958481122176556,0.23676705537361117,0.05743625073111587,0.33528571887422387,0.05753987254580777,0.07945249263044729,-0.012890760883780508,0.0007452375155064736,-0.016209554638426354,0.02231909391563311,-0.011293621139596338,0.041726444109657757,-0.011313382259134246,-0.013083456619859823
