p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
NaN,1.0404137504822289e-5,38.0,31.0,0.05200004577636719
NaN,0.0,43.0,36.0,0.059999942779541016
NaN,0.05078231315275995,82.0,75.0,0.1399998664855957
NaN,0.006935526321291282,73.0,66.0,0.11600017547607422
NaN,0.006809543308311572,77.0,70.0,0.1419999599456787
NaN,0.05741915461833006,88.0,81.0,0.16000008583068848
NaN,2.531700645740607e-6,56.0,49.0,0.08899998664855957
NaN,0.02707129555501009,86.0,79.0,0.1940000057220459
NaN,0.0606166531627264,99.0,92.0,0.21599984169006348
NaN,0.04718115479871237,95.0,88.0,0.1830000877380371
NaN,4.291279348169972e-6,54.0,47.0,0.0969998836517334
NaN,0.016607371676760952,76.0,69.0,0.1490001678466797
NaN,0.0,55.0,48.0,0.10199999809265137
NaN,2.5947303888503326e-6,43.0,36.0,0.07299995422363281
NaN,0.0,30.0,23.0,0.04999995231628418
NaN,1.7196168359717426e-5,55.0,48.0,0.12400007247924805
NaN,0.07285376419053011,103.0,96.0,0.2259998321533203
NaN,0.0,19.0,12.0,0.0280001163482666
NaN,0.0035255357322261983,69.0,62.0,0.12199997901916504
NaN,0.004485156756530738,48.0,41.0,0.10100007057189941
NaN,0.0,37.0,30.0,0.04900002479553223
NaN,0.0,40.0,33.0,0.06799983978271484
NaN,0.040311123618939,75.0,68.0,0.16100001335144043
NaN,0.0,60.0,53.0,0.1119999885559082
NaN,0.03409626749706319,83.0,76.0,0.18600010871887207
NaN,0.012042612955648442,84.0,77.0,0.1640000343322754
NaN,0.0,75.0,68.0,0.14100003242492676
NaN,0.0,45.0,38.0,0.06699991226196289
NaN,3.809446793250886e-5,42.0,35.0,0.07399988174438477
NaN,0.0,36.0,29.0,0.06200003623962402
NaN,0.0,46.0,39.0,0.06400012969970703
NaN,0.017306124772787864,83.0,76.0,0.14999985694885254
NaN,0.09857512959012947,93.0,86.0,0.18600010871887207
NaN,0.012916827409796336,55.0,48.0,0.10899996757507324
NaN,0.09292375860523842,84.0,77.0,0.19099998474121094
