Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,NaN,0.14775769025131372,127.82425,120.82425,0.2606210000514984
0.95,NaN,0.30303963895965697,153.0,146.0,0.3330501675605776
