p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
NaN,0.2171822865204531,145.0,138.0,0.31599998474121094
NaN,0.09543641880791828,118.0,111.0,0.25
NaN,0.15654502403127413,137.0,130.0,0.2999999523162842
NaN,0.01811376843675686,106.0,99.0,0.24900007247924805
NaN,0.058208517318009106,108.0,101.0,0.25
NaN,0.09242892361611403,118.0,111.0,0.25
NaN,0.12545664496348044,145.0,138.0,0.36699986457824707
NaN,0.12103381076065386,137.0,130.0,0.32700014114379883
NaN,0.08792142935095036,133.0,126.0,0.30499982833862305
NaN,0.3070581420440325,152.0,145.0,0.40000009536743164
NaN,0.13533971881945975,131.0,124.0,0.2980000972747803
NaN,0.19025936413884895,146.0,139.0,0.3269999027252197
NaN,0.05225303519147056,119.0,112.0,0.2720000743865967
NaN,0.05539587055742164,127.0,120.0,0.30099987983703613
NaN,0.24046228336025635,137.0,130.0,0.2969999313354492
NaN,0.03899409406231256,143.0,136.0,0.3360002040863037
NaN,0.2124485961667153,122.0,115.0,0.24399995803833008
NaN,0.22887828522802256,146.0,139.0,0.30099987983703613
NaN,0.3480114661123925,127.0,120.0,0.25300002098083496
NaN,0.2442677223813952,141.0,134.0,0.2990000247955322
NaN,0.018973917656513857,120.0,113.0,0.24500012397766113
NaN,0.12736286048989603,147.0,140.0,0.30299997329711914
NaN,0.2735431646164299,113.0,106.0,0.22699999809265137
NaN,0.30019982411459994,131.0,124.0,0.2739999294281006
NaN,0.07656819400340523,119.0,112.0,0.21799993515014648
NaN,0.06274390786695369,131.0,124.0,0.26800012588500977
NaN,0.0067422563505591645,98.0,91.0,0.182999849319458
NaN,0.22158920810759083,136.0,129.0,0.2850000858306885
NaN,0.1903634138561753,129.0,122.0,0.26399993896484375
NaN,0.08837090329854318,137.0,130.0,0.27300000190734863
NaN,0.11157409931438195,140.0,133.0,0.3040001392364502
NaN,0.08504164544034352,140.0,133.0,0.29199981689453125
NaN,0.24888699135483144,122.0,115.0,0.22900009155273438
NaN,0.009222788803056428,101.0,94.0,0.20099997520446777
NaN,0.12009025525414893,131.0,124.0,0.2969999313354492
NaN,0.19993983488823946,131.0,124.0,0.26200008392333984
NaN,0.1353586101668882,146.0,139.0,0.3059999942779541
NaN,0.2507779021615054,118.0,111.0,0.24000000953674316
NaN,0.10552520439904971,121.0,114.0,0.2369999885559082
NaN,0.21590814874566625,129.0,122.0,0.26200008392333984
NaN,0.17391676824221186,136.0,129.0,0.28600001335144043
NaN,0.20145998935528053,152.0,145.0,0.32399988174438477
NaN,0.03802006254788646,104.0,97.0,0.20399999618530273
NaN,0.05591367190438546,151.0,144.0,0.3280000686645508
NaN,0.26198565376143546,141.0,134.0,0.2999999523162842
NaN,0.0707123705653003,136.0,129.0,0.2820000648498535
NaN,0.0,46.0,39.0,0.07599997520446777
NaN,0.11888797978513098,140.0,133.0,0.29399991035461426
NaN,0.17304417389517998,114.0,107.0,0.21399998664855957
NaN,0.09152513521213881,111.0,104.0,0.22500014305114746
NaN,0.20106867260503214,136.0,129.0,0.27499985694885254
NaN,0.15292284004592158,123.0,116.0,0.2369999885559082
NaN,0.20339844826430967,157.0,150.0,0.312000036239624
NaN,0.2096343248654272,137.0,130.0,0.3320000171661377
NaN,0.12489646647273442,136.0,129.0,0.30900001525878906
NaN,0.0023536129352224235,86.0,79.0,0.14499998092651367
NaN,0.04595865775454446,118.0,111.0,0.24000000953674316
NaN,0.09147783504291582,116.0,109.0,0.22300004959106445
NaN,0.0,40.0,33.0,0.051000118255615234
NaN,0.27202892669983036,143.0,136.0,0.2989997863769531
NaN,0.0026627404168486353,86.0,79.0,0.1830000877380371
NaN,0.18495716591770398,144.0,137.0,0.30299997329711914
NaN,0.23940257023300282,166.0,159.0,0.3540000915527344
NaN,0.2280012928753496,114.0,107.0,0.2369999885559082
NaN,0.1170706557951381,126.0,119.0,0.25099992752075195
NaN,0.3666726123095391,139.0,132.0,0.26999998092651367
NaN,0.24885652027599373,118.0,111.0,0.23399996757507324
NaN,0.0,63.0,56.0,0.10899996757507324
NaN,0.015307699091352777,87.0,80.0,0.15200018882751465
NaN,0.2466240772473348,125.0,118.0,0.2539999485015869
NaN,0.27182661235414135,114.0,107.0,0.2390000820159912
NaN,0.1631927024906937,139.0,132.0,0.2949998378753662
NaN,0.026632278848309418,127.0,120.0,0.2590000629425049
NaN,0.15957861324196834,151.0,144.0,0.3280000686645508
NaN,0.17467538877476507,125.0,118.0,0.24599981307983398
NaN,0.2484294143157241,144.0,137.0,0.3000001907348633
NaN,0.15580164946933195,146.0,139.0,0.2999999523162842
NaN,0.07759020090170804,107.0,100.0,0.20099997520446777
NaN,0.2653242265438976,130.0,123.0,0.26200008392333984
NaN,0.27426510189469316,141.0,134.0,0.2689998149871826
NaN,0.1445566152067637,146.0,139.0,0.3250000476837158
NaN,0.11887525565830469,150.0,143.0,0.30900001525878906
NaN,0.10988561080285748,100.0,93.0,0.18799996376037598
NaN,0.04808539216901743,112.0,105.0,0.22600007057189941
NaN,0.12694946073443902,139.0,132.0,0.3380000591278076
NaN,0.15784020016422828,109.0,102.0,0.20599985122680664
NaN,0.24715729470155956,136.0,129.0,0.28299999237060547
NaN,1.5539595319206667e-6,29.0,22.0,0.04200005531311035
NaN,0.04915424389152867,128.0,121.0,0.26999998092651367
NaN,0.18417071501079038,140.0,133.0,0.28100013732910156
NaN,0.008568097366694864,88.0,81.0,0.16499996185302734
NaN,0.09232069662810441,135.0,128.0,0.2649998664855957
NaN,0.10959964078750316,136.0,129.0,0.2780001163482666
NaN,0.04574647145114645,110.0,103.0,0.20799994468688965
NaN,0.07410011927707773,140.0,133.0,0.28800010681152344
NaN,0.12101842050464287,148.0,141.0,0.309999942779541
NaN,0.14061980689625353,132.0,125.0,0.26399993896484375
NaN,0.22902456487803302,140.0,133.0,0.2690000534057617
NaN,0.11532125008179972,146.0,139.0,0.3080000877380371
NaN,0.17306510943808964,134.0,127.0,0.2719998359680176
NaN,0.25143692624821723,141.0,134.0,0.2850000858306885
NaN,0.028298578863198406,97.0,90.0,0.1640000343322754
NaN,0.03285521831069388,90.0,83.0,0.19700002670288086
NaN,0.13088704026943676,128.0,121.0,0.25300002098083496
NaN,0.04535914712866073,123.0,116.0,0.25
NaN,0.29337483145189136,118.0,111.0,0.22999978065490723
NaN,0.14673424360229023,127.0,120.0,0.25300002098083496
NaN,0.08817896316461776,151.0,144.0,0.312000036239624
NaN,0.2670865001038886,162.0,155.0,0.36500000953674316
NaN,0.0928527373846502,102.0,95.0,0.18600010871887207
NaN,0.15302392309404675,127.0,120.0,0.2519998550415039
NaN,0.17163438038958465,128.0,121.0,0.25500011444091797
NaN,0.1763848955012787,120.0,113.0,0.22899985313415527
NaN,0.05191505894886528,102.0,95.0,0.18200016021728516
NaN,0.0975185100288968,128.0,121.0,0.25
NaN,0.13272263535819684,135.0,128.0,0.2760000228881836
NaN,0.2988567924744035,151.0,144.0,0.30499982833862305
NaN,0.18759038940271977,138.0,131.0,0.2850000858306885
NaN,0.18280843718617265,124.0,117.0,0.2590000629425049
NaN,0.23549646192719925,133.0,126.0,0.25999999046325684
NaN,0.11632525182411703,117.0,110.0,0.23199987411499023
NaN,0.18824656314311194,133.0,126.0,0.25999999046325684
NaN,0.21190617043055845,156.0,149.0,0.3380000591278076
NaN,0.289024661929712,138.0,131.0,0.27699995040893555
NaN,0.1047121718830583,116.0,109.0,0.20600008964538574
NaN,0.05607497413675277,107.0,100.0,0.2349998950958252
NaN,0.1528825463480226,135.0,128.0,0.2840001583099365
NaN,0.0555581300173889,131.0,124.0,0.26799988746643066
NaN,0.0447229552883738,110.0,103.0,0.2050001621246338
NaN,0.21492406092748423,113.0,106.0,0.2070000171661377
NaN,0.1072304048772119,122.0,115.0,0.24899983406066895
NaN,0.08107573661880275,105.0,98.0,0.20000004768371582
NaN,0.21659032374223244,150.0,143.0,0.3489999771118164
NaN,0.15093490923722422,161.0,154.0,0.3380000591278076
NaN,0.2041119523756598,114.0,107.0,0.21199989318847656
NaN,0.1124276725627161,139.0,132.0,0.3229999542236328
NaN,0.21411637057283373,133.0,126.0,0.2700002193450928
NaN,0.19598522115631958,122.0,115.0,0.23799991607666016
NaN,0.03534706173210181,86.0,79.0,0.15700006484985352
NaN,0.1520949761973483,163.0,156.0,0.34799981117248535
NaN,0.11132147328052566,176.0,169.0,0.4120001792907715
NaN,0.3030471465447759,139.0,132.0,0.2799999713897705
NaN,0.08762331331241853,124.0,117.0,0.2200000286102295
NaN,0.2718036005826641,134.0,127.0,0.2929999828338623
NaN,0.13744396844790865,129.0,122.0,0.2519998550415039
NaN,0.3038113917864467,140.0,133.0,0.29000020027160645
NaN,0.09609254033302386,138.0,131.0,0.2819998264312744
NaN,0.27893824038039344,157.0,150.0,0.3250000476837158
NaN,0.161913862748482,137.0,130.0,0.2839999198913574
NaN,0.09959155835057254,137.0,130.0,0.2720000743865967
NaN,0.030127014898220908,102.0,95.0,0.20000004768371582
NaN,0.11641069284975121,162.0,155.0,0.33899998664855957
NaN,0.30903956124047205,160.0,153.0,0.3320000171661377
NaN,0.07370902321683978,121.0,114.0,0.2569999694824219
NaN,0.06026909269321928,136.0,129.0,0.2709999084472656
NaN,0.14232313750545086,116.0,109.0,0.23600006103515625
NaN,0.2750963943098925,135.0,128.0,0.28999996185302734
NaN,0.19930452560894618,143.0,136.0,0.2910001277923584
NaN,0.22531740622803437,125.0,118.0,0.25499987602233887
NaN,0.23447008016543794,132.0,125.0,0.2650001049041748
NaN,0.18455644309188873,122.0,115.0,0.24399995803833008
NaN,0.23706352850293094,134.0,127.0,0.2929999828338623
NaN,0.14725259390030365,112.0,105.0,0.22300004959106445
NaN,0.06042732726914732,129.0,122.0,0.2779998779296875
NaN,0.06035304831798048,128.0,121.0,0.2720000743865967
NaN,0.03334103692219992,132.0,125.0,0.2669999599456787
NaN,0.10467816113829062,156.0,149.0,0.3280000686645508
NaN,0.13599867826989903,136.0,129.0,0.2850000858306885
NaN,0.2927749846583969,136.0,129.0,0.2689998149871826
NaN,0.22389689606483298,116.0,109.0,0.2350001335144043
NaN,0.05318614185605685,123.0,116.0,0.2590000629425049
NaN,0.06816048615983866,105.0,98.0,0.2069997787475586
NaN,0.05678973911404629,149.0,142.0,0.3300001621246338
NaN,0.1374045387389616,118.0,111.0,0.22899985313415527
NaN,0.16668788473730026,135.0,128.0,0.2760000228881836
NaN,0.15269975925483703,136.0,129.0,0.27300000190734863
NaN,0.17273888936465762,140.0,133.0,0.28299999237060547
NaN,0.086539393441229,136.0,129.0,0.2720000743865967
NaN,0.2659165631921512,143.0,136.0,0.2999999523162842
NaN,0.05313354616130271,111.0,104.0,0.22500014305114746
NaN,0.22221781381335465,144.0,137.0,0.2969999313354492
NaN,0.01390749178067133,100.0,93.0,0.17799997329711914
NaN,0.16264272913617192,114.0,107.0,0.23200011253356934
NaN,0.25294474165358694,117.0,110.0,0.21700000762939453
NaN,0.0862406643378549,139.0,132.0,0.2969999313354492
NaN,0.23525120553427453,137.0,130.0,0.29200005531311035
NaN,0.22828393953642326,127.0,120.0,0.24599981307983398
NaN,0.08990210837661686,117.0,110.0,0.2369999885559082
NaN,0.09070207660607066,117.0,110.0,0.21500015258789062
NaN,0.03202507239469742,101.0,94.0,0.1919999122619629
NaN,0.11358256088359858,147.0,140.0,0.312000036239624
NaN,0.1482484989393363,117.0,110.0,0.23099994659423828
NaN,0.25559490092471326,139.0,132.0,0.2910001277923584
NaN,0.020249234110822804,122.0,115.0,0.2349998950958252
NaN,0.18494417924803322,114.0,107.0,0.2239999771118164
