Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,NaN,0.8816134025710558,119.397625,112.397625,0.23506962502002715
0.95,NaN,1.779653278269252,151.0,144.0,0.32399988174438477
