Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,NaN,3.738825674451004e-5,29.399875,22.399875,0.03973962512612343
0.95,NaN,8.528875440794798e-6,49.0,42.0,0.07800006866455078
