Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,NaN,0.9315045398273698,80.11275,73.11275,0.14402824994921684
0.95,NaN,1.8239413436383425,99.0,92.0,0.1959998607635498
