p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
NaN,0.0,22.0,15.0,0.02500009536743164
NaN,0.0,41.0,34.0,0.06699991226196289
NaN,0.0,42.0,35.0,0.057000160217285156
NaN,0.0,21.0,14.0,0.023999929428100586
NaN,0.0,28.0,21.0,0.029000043869018555
NaN,0.0,17.0,10.0,0.020999908447265625
NaN,0.0,23.0,16.0,0.02500009536743164
NaN,0.0,30.0,23.0,0.039999961853027344
NaN,0.0,27.0,20.0,0.032000064849853516
NaN,0.0,32.0,25.0,0.0559999942779541
NaN,4.756301742774839e-6,44.0,37.0,0.06200003623962402
NaN,1.0155144814853514e-5,33.0,26.0,0.04199981689453125
NaN,5.028530205289378e-6,29.0,22.0,0.02200007438659668
NaN,1.0446057301069874e-5,24.0,17.0,0.042999982833862305
NaN,0.0,35.0,28.0,0.04700016975402832
NaN,0.0,29.0,22.0,0.04199981689453125
NaN,0.0,21.0,14.0,0.03400015830993652
NaN,1.1418207407367046e-5,34.0,27.0,0.05200004577636719
NaN,0.0,31.0,24.0,0.03099989891052246
NaN,0.0,28.0,21.0,0.05099987983703613
NaN,0.0,17.0,10.0,0.029000043869018555
NaN,0.0,18.0,11.0,0.019999980926513672
NaN,2.0617701669860984e-5,19.0,12.0,0.029000043869018555
NaN,0.0,19.0,12.0,0.019999980926513672
NaN,0.0,27.0,20.0,0.0410001277923584
NaN,0.0,22.0,15.0,0.0279998779296875
NaN,0.0,29.0,22.0,0.04999995231628418
NaN,0.0,24.0,17.0,0.029000043869018555
NaN,0.0,35.0,28.0,0.05200004577636719
NaN,0.0,24.0,17.0,0.03900003433227539
NaN,0.0,24.0,17.0,0.032000064849853516
NaN,0.0,34.0,27.0,0.04900002479553223
NaN,0.0,38.0,31.0,0.046000003814697266
NaN,0.0,48.0,41.0,0.10099983215332031
NaN,0.0,21.0,14.0,0.029000043869018555
NaN,0.0,28.0,21.0,0.04200005531311035
NaN,6.075894487009119e-6,19.0,12.0,0.021999835968017578
NaN,2.5203178001643896e-6,29.0,22.0,0.04700016975402832
NaN,0.0,14.0,7.0,0.009000062942504883
NaN,0.0,32.0,25.0,0.04999995231628418
NaN,0.0,20.0,13.0,0.037999868392944336
NaN,1.3300770064973788e-6,27.0,20.0,0.039999961853027344
NaN,5.053355811482206e-6,23.0,16.0,0.02200007438659668
