p0_1,p0_2,p0_3,p*_1,p*_2,p*_3,p*-p0_1,p*-p0_2,p*-p0_3
0.17771999062525737,0.3193792420519008,0.5029007673228418,0.17771999062071547,0.31937924205127083,0.5029007673280137,-4.5418946381659e-12,-6.299960553235451e-13,5.171862937913829e-12
0.18842142663667846,0.3147673423720985,0.49681123099122304,0.1884214266366785,0.3147673423720987,0.4968112309912229,2.7755575615628914e-17,1.6653345369377348e-16,-1.6653345369377348e-16
0.14536542302440375,0.418867175400357,0.43576740157523913,0.14536542302700375,0.4188671754006515,0.4357674015723448,2.6000035457940385e-12,2.9448665728182277e-13,-2.894351425197783e-12
0.3670492020938629,0.33257665158393895,0.3003741463221981,0.367049202093863,0.3325766515839391,0.3003741463221979,1.1102230246251565e-16,1.6653345369377348e-16,-2.220446049250313e-16
0.2176608744482397,0.18786111974508268,0.5944780058066775,0.21766087444823976,0.1878611197450827,0.5944780058066775,5.551115123125783e-17,2.7755575615628914e-17,0.0
0.42386741524483434,0.2421143616501193,0.3340182231050463,0.4238674152447413,0.2421143616531736,0.33401822310208507,-9.303668946358812e-14,3.0543068074706525e-12,-2.9612423624314488e-12
0.46252205235339866,0.12301234584732405,0.4144656017992772,0.4625220523533987,0.12301234584732408,0.41446560179927716,5.551115123125783e-17,2.7755575615628914e-17,-5.551115123125783e-17
0.14208703353882104,0.4367745275759959,0.42113843888518304,0.14208703353882107,0.4367745275759959,0.42113843888518304,2.7755575615628914e-17,0.0,0.0
0.4569899208703802,0.14171819042776393,0.4012918887018559,0.456989920874519,0.14171819034770922,0.40129188877777183,4.138800413500121e-12,-8.005471285876808e-11,7.591594020084358e-11
0.14165300701959252,0.5616789216175709,0.2966680713628366,0.12755638462564917,0.6052985161462147,0.2671450992281362,-0.014096622393943353,0.043619594528643724,-0.029522972134700454
0.255972482586679,0.4992472267832891,0.24478029063003193,0.25597248258667893,0.49924722678328914,0.24478029063003193,-5.551115123125783e-17,5.551115123125783e-17,0.0
0.45343606546886234,0.20577013940649935,0.3407937951246383,0.4534360654688621,0.20577013940649966,0.3407937951246383,-2.220446049250313e-16,3.0531133177191805e-16,0.0
0.22240068898691534,0.1894223289766481,0.5881769820364366,0.22240170017224367,0.18942127158642288,0.5881770282413334,1.011185328331221e-6,-1.057390225212007e-6,4.620489679751927e-8
0.3850410228487116,0.3173072636394913,0.29765171351179714,0.3850410228487116,0.31730726363949124,0.2976517135117971,0.0,-5.551115123125783e-17,-5.551115123125783e-17
0.21368963482860695,0.39816359894625897,0.38814676622513405,0.21368963482860695,0.3981635989462589,0.3881467662251341,0.0,-5.551115123125783e-17,5.551115123125783e-17
0.387439565699662,0.328355868380789,0.28420456591954907,0.3874395656996622,0.3283558683807888,0.284204565919549,2.220446049250313e-16,-2.220446049250313e-16,-5.551115123125783e-17
0.39359577224758374,0.40675519733315735,0.19964903041925897,0.39359577224758385,0.40675519733315724,0.199649030419259,1.1102230246251565e-16,-1.1102230246251565e-16,2.7755575615628914e-17
0.19231017943775797,0.38978984507200815,0.41789997549023394,0.19231017944032497,0.3897898450719924,0.41789997548768254,2.5670021663870557e-12,-1.5765166949677223e-14,-2.5514035328910722e-12
0.5093452082011901,0.19587718022120604,0.2947776115776038,0.50934520820119,0.19587718022120604,0.29477761157760396,-1.1102230246251565e-16,0.0,1.6653345369377348e-16
0.3507886661540829,0.2128671568103823,0.4363441770355348,0.35078866615408294,0.21286715681038212,0.4363441770355349,5.551115123125783e-17,-1.6653345369377348e-16,1.1102230246251565e-16
0.2863411740739095,0.3080972975240253,0.4055615284020651,0.28634117407390947,0.3080972975240254,0.4055615284020651,-5.551115123125783e-17,1.1102230246251565e-16,0.0
0.20541380290847897,0.47253001307789355,0.3220561840136275,0.20541380290847902,0.47253001307789355,0.32205618401362746,5.551115123125783e-17,0.0,-5.551115123125783e-17
0.24446680058939307,0.5425006684964839,0.213032530914123,0.24446680058939302,0.5425006684964839,0.21303253091412297,-5.551115123125783e-17,0.0,-2.7755575615628914e-17
0.4009910114373514,0.3387353728113184,0.26027361575133023,0.4009910114373514,0.3387353728113182,0.2602736157513304,0.0,-1.6653345369377348e-16,1.6653345369377348e-16
0.275717257052704,0.35997585346398936,0.36430688948330664,0.27571725705270395,0.3599758534639894,0.36430688948330664,-5.551115123125783e-17,5.551115123125783e-17,0.0
0.27119954453203904,0.34179447275164615,0.3870059827163148,0.2711995445361294,0.3417944727516339,0.3870059827122367,4.090339178475233e-12,-1.226796442210798e-14,-4.078126725204356e-12
0.26860900295521994,0.32518487384831524,0.4062061231964648,0.2686090029552199,0.32518487384831535,0.4062061231964649,-5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17
0.3256289233759058,0.18084530526710293,0.4935257713569912,0.3279177598279481,0.17508747087125118,0.49699476930080083,0.0022888364520422533,-0.0057578343958517575,0.0034689979438096152
0.19889731228464094,0.44353273838970214,0.35756994932565683,0.19889731228464078,0.4435327383897023,0.3575699493256569,-1.6653345369377348e-16,1.6653345369377348e-16,5.551115123125783e-17
0.1914750194738763,0.26295606011323197,0.5455689204128917,0.19147501947387652,0.26295606011323186,0.5455689204128917,2.220446049250313e-16,-1.1102230246251565e-16,0.0
0.1349426630356121,0.36115630997225506,0.5039010269921328,0.1349426630356121,0.3611563099722549,0.503901026992133,0.0,-1.6653345369377348e-16,2.220446049250313e-16
