Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.21433333333333332,0.5681663432844059,10.672666666666666,8.672666666666666,0.013621666034062703
0.95,NaN,1.7700404030845251,15.0,13.0,0.029000043869018555
