p0_1,p0_2,p0_3,p*_1,p*_2,p*_3,p*-p0_1,p*-p0_2,p*-p0_3
0.2997425930392827,0.26042661798038474,0.4398307889803326,0.2721339216683578,0.23643929824243648,0.49142678008920576,-0.027608671370924875,-0.023987319737948265,0.05159599110887314
0.21923572320437104,0.2519278689808992,0.5288364078147298,0.21865174870367043,0.25125681296251073,0.5300914383338189,-0.000583974500700607,-0.0006710560183884606,0.0012550305190890398
0.40375991345295376,0.36836688448466887,0.22787320206237732,0.40375995880630244,0.3683668445367537,0.22787319665694392,4.535334868771557e-8,-3.9947915142501955e-8,-5.4054334064357334e-9
0.44789020295002135,0.2650954706231963,0.2870143264267824,0.44774052799456965,0.2650068816033763,0.2872525904020541,-0.00014967495545170628,-8.858901982000678e-5,0.00023826397527171306
0.3965713029157987,0.3566053335183562,0.24682336356584517,0.3965713029157988,0.3566053335183561,0.24682336356584517,1.1102230246251565e-16,-1.1102230246251565e-16,0.0
0.1782737184545403,0.4119639930609366,0.4097622884845231,0.13634386525393608,0.4326607375108896,0.4309953972351744,-0.04192985320060422,0.02069674444995301,0.021233108750651264
0.1507442860401709,0.4943179838327862,0.3549377301270429,0.15074428604017096,0.4943179838327862,0.3549377301270429,5.551115123125783e-17,0.0,0.0
0.2851294260442942,0.348354712143113,0.36651586181259294,0.2851294260442943,0.34835471214311314,0.3665158618125926,1.1102230246251565e-16,1.6653345369377348e-16,-3.3306690738754696e-16
0.6396648932193038,0.23252533153178354,0.12780977524891263,0.6968456259929912,0.18847870446143386,0.11467566954557507,0.057180732773687404,-0.044046627070349675,-0.013134105703337562
0.49224460191179503,0.37016455062394593,0.13759084746425906,0.49224460191179514,0.37016455062394593,0.13759084746425904,1.1102230246251565e-16,0.0,-2.7755575615628914e-17
0.48540550690069845,0.14248868573788526,0.3721058073614163,0.48540550666595306,0.14248868403319306,0.37210580930085385,-2.347453897932894e-10,-1.7046921929608772e-9,1.939437554998591e-9
0.2772748481327167,0.5185775802075497,0.2041475716597336,0.27727484813271686,0.5185775802075498,0.20414757165973338,1.6653345369377348e-16,1.1102230246251565e-16,-2.220446049250313e-16
0.3227699627401386,0.42792286422514664,0.2493071730347147,0.3156162610552845,0.4406020774187043,0.24378166152601125,-0.007153701684854075,0.012679213193557637,-0.005525511508703451
0.5222073346593256,0.27139502125184983,0.20639764408882463,0.5222073346593255,0.2713950212518498,0.20639764408882472,-1.1102230246251565e-16,-5.551115123125783e-17,8.326672684688674e-17
0.3002245845729178,0.24676112508883066,0.45301429033825164,0.27623462339174243,0.22704355996333853,0.4967218166449191,-0.023989961181175357,-0.019717565125492137,0.043707526306667466
0.33099743235625667,0.41428629063120165,0.25471627701254157,0.3309974323562571,0.4142862906312016,0.2547162770125412,4.440892098500626e-16,-5.551115123125783e-17,-3.885780586188048e-16
0.4140789223946922,0.2706284083333494,0.31529266927195837,0.4140789223907779,0.27062840833319524,0.31529266927602695,-3.914257806769683e-12,-1.5415446696920299e-13,4.06857880719258e-12
0.29784153828268045,0.38278908415829915,0.31936937755902045,0.2978415382826807,0.382789084158299,0.3193693775590204,2.220446049250313e-16,-1.6653345369377348e-16,-5.551115123125783e-17
0.35209792923383926,0.3397878720313499,0.30811419873481083,0.3520979292338395,0.3397878720313497,0.3081141987348108,2.220446049250313e-16,-2.220446049250313e-16,-5.551115123125783e-17
0.3318430912376723,0.3378971597201552,0.3302597490421724,0.33184309123767236,0.3378971597201555,0.33025974904217215,5.551115123125783e-17,2.7755575615628914e-16,-2.7755575615628914e-16
0.2734138347655192,0.3383160104337024,0.38827015480077837,0.27341383476551906,0.3383160104337023,0.38827015480077864,-1.6653345369377348e-16,-1.1102230246251565e-16,2.7755575615628914e-16
0.12017646151149837,0.5199672370314794,0.3598563014570222,0.11156803263847745,0.5250480335758477,0.3633839337856748,-0.00860842887302092,0.005080796544368327,0.003527632328652608
0.21264923598204571,0.4492986220092334,0.3380521420087209,0.21264923598267343,0.4492986220002109,0.3380521420171156,6.277200981230635e-13,-9.02244945422126e-12,8.394673844946965e-12
0.3163897932036608,0.5013286783413018,0.18228152845503726,0.31638979320365984,0.5013286783413021,0.18228152845503803,-9.43689570931383e-16,3.3306690738754696e-16,7.771561172376096e-16
0.464528707669681,0.2459803082238987,0.28949098410642016,0.464528707669681,0.24598030822389877,0.2894909841064201,0.0,5.551115123125783e-17,-5.551115123125783e-17
0.5011031237087624,0.21331053651489676,0.2855863397763408,0.5163491961380452,0.2067945845709818,0.276856219290973,0.015246072429282775,-0.006515951943914966,-0.00873012048536781
0.4995300750265775,0.3337839565598824,0.16668596841354014,0.4995300750231418,0.3337839565599388,0.1666859684169194,-3.4356961720050094e-12,5.639932965095795e-14,3.379269086778436e-12
0.1285617792904904,0.4667382038365994,0.40470001687291013,0.11922158479558573,0.47174076806216836,0.409037647142246,-0.009340194494904669,0.0050025642255689395,0.004337630269335868
0.2673179100116302,0.3390663268205349,0.393615763167835,0.2673179100116301,0.3390663268205349,0.393615763167835,-1.1102230246251565e-16,0.0,0.0
