Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.12733333333333333,0.09924707897554276,17.849333333333334,15.849333333333334,0.026083000739415486
0.95,NaN,0.3155739339427123,24.0,22.0,0.04499983787536621
