p0_1,p0_2,p0_3,p*_1,p*_2,p*_3,p*-p0_1,p*-p0_2,p*-p0_3
0.21724048363180395,0.3991309313866545,0.3836285849815416,0.203606381284002,0.37403161848430794,0.42236200023168996,-0.013634102347801963,-0.02509931290234657,0.03873341525014834
0.22907982383110503,0.39807897203046283,0.37284120413843214,0.2138558597127726,0.42350586559292475,0.3626382746943026,-0.015223964118332434,0.025426893562461916,-0.010202929444129538
0.22873766997976827,0.39926068902387757,0.3720016409963542,0.22873766997976827,0.3992606890238777,0.37200164099635413,0.0,1.1102230246251565e-16,-5.551115123125783e-17
0.11866523829019814,0.10369084215959085,0.7776439195502111,0.08876747176433766,0.08055739733875338,0.830675130896909,-0.029897766525860472,-0.02313344482083747,0.05303121134669797
0.2931656936999725,0.3415283923387777,0.36530591396124973,0.2931627809238627,0.34155540299857773,0.3652818160775596,-2.912776109753601e-6,2.7010659800041914e-5,-2.409788369012178e-5
0.3309936104183722,0.2981749880536514,0.3708314015279764,0.33099393288173123,0.29817469770983873,0.37083136940843014,3.2246335901486844e-7,-2.9034381265891085e-7,-3.211954624493529e-8
0.214093711429003,0.4208155631677852,0.36509072540321175,0.14837151231746318,0.45280581051670266,0.39882267716583414,-0.06572219911153981,0.03199024734891748,0.03373195176262239
0.25391873846804597,0.2657019278892429,0.4803793336427112,0.2539187384654757,0.265701927888876,0.48037933364564833,-2.5702773243097e-12,-3.6692870963861424e-13,2.937150522797083e-12
0.1546644320713559,0.5938707878211369,0.2514647801075071,0.14460812411924123,0.6264478725509177,0.2289440033298411,-0.01005630795211468,0.032577084729780825,-0.022520776777666007
0.16688635251900505,0.243957630336046,0.589156017144949,0.1836349083996188,0.1934271382736534,0.6229379533267277,0.016748555880613747,-0.0505304920623926,0.033781936181778716
0.17550400324799664,0.6341421408241918,0.1903538559278115,0.1413834789068924,0.7028364449523228,0.15578007614078482,-0.03412052434110424,0.06869430412813093,-0.03457377978702669
