Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.557,0.05245783480967917,9.576666666666666,7.576666666666667,0.012225001017252605
0.95,NaN,0.3010383753369404,19.0,17.0,0.032000064849853516
