p0_1,p0_2,p0_3,p*_1,p*_2,p*_3,p*-p0_1,p*-p0_2,p*-p0_3
0.18464033029718424,0.24588753154095896,0.5694721381618568,0.17102307614845938,0.24540133941619952,0.5835755844353411,-0.013617254148724861,-0.0004861921247594492,0.014103446273484255
0.35349146890674177,0.11602907981610779,0.5304794512771505,0.33908075533008053,0.11129894569940967,0.5496202989705099,-0.014410713576661238,-0.00473013411669812,0.019140847693359442
0.4055805381680028,0.4635570642855248,0.13086239754647255,0.40105285967243287,0.4726887552826705,0.1262583850448967,-0.004527678495569953,0.009131690997145725,-0.004604012501575855
0.35067507553374744,0.5446773958928441,0.10464752857340838,0.3457295912983898,0.5576313159343439,0.0966390927672664,-0.004945484235357622,0.012953920041499756,-0.00800843580614198
0.4629191729910656,0.2927473888020774,0.244333438206857,0.48806080174939703,0.2879299725851445,0.22400922566545856,0.025141628758331425,-0.004817416216932879,-0.020324212541398434
0.12360591742009787,0.26837948057166044,0.6080146020082416,0.11031867024069378,0.2395347904292644,0.6501465393300419,-0.01328724717940409,-0.028844690142396046,0.042131937321800206
0.20704424623137874,0.344524979819607,0.44843077394901415,0.17701951267698474,0.35258609710050554,0.4703943902225098,-0.030024733554394,0.008061117280898533,0.021963616273495634
0.2709027889858987,0.2009879194012341,0.5281092916128672,0.27459976358799704,0.1900839070069488,0.5353163294050541,0.003696974602098335,-0.01090401239428529,0.007207037792186899
0.2399704072724949,0.36324222014397284,0.3967873725835323,0.23997040727249513,0.36324222014397284,0.396787372583532,2.220446049250313e-16,0.0,-2.7755575615628914e-16
0.15633300975887893,0.3631571042677858,0.48050988597333516,0.13182659711679237,0.37370121714033283,0.49447218574287477,-0.024506412642086556,0.010544112872547029,0.01396229976953961
0.6206664409215217,0.150090474400949,0.22924308467752935,0.6294750251908885,0.15222057924410184,0.21830439556500977,0.008808584269366815,0.002130104843152847,-0.010938689112519578
0.32193170071972277,0.2894382376663424,0.3886300616139349,0.32193348000625155,0.28943685550006354,0.3886296644936849,1.7792865287802329e-6,-1.3821662788737754e-6,-3.971202499619686e-7
0.23574146643314758,0.37964617669897505,0.38461235686787737,0.2366468663481838,0.38180527231894273,0.3815478613328735,0.0009053999150362146,0.002159095619967688,-0.003064495535003875
0.35758215796337633,0.1526914146980214,0.4897264273386023,0.36125153678244243,0.14397460835861847,0.4947738548589391,0.0036693788190660936,-0.008716806339402916,0.005047427520336822
0.45591493658596366,0.33926305257522255,0.20482201083881377,0.45808719864804925,0.3379084050213995,0.20400439633055123,0.002172262062085595,-0.0013546475538230296,-0.0008176145082625375
