Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.917,0.013473611447163174,4.915333333333334,2.9153333333333333,0.0048096668720245365
0.95,NaN,0.04015049376604429,11.0,9.0,0.020999908447265625
