p0_1,p0_2,p0_3,p*_1,p*_2,p*_3,p*-p0_1,p*-p0_2,p*-p0_3
0.21724048363180395,0.3991309313866545,0.3836285849815416,0.2052713904447246,0.3771403924606345,0.41758821709464095,-0.011969093187079366,-0.021990538926019987,0.033959632113099325
0.22907982383110503,0.39807897203046283,0.37284120413843214,0.21545553512236104,0.4091803930539923,0.3753640718236468,-0.013624288708743992,0.011101421023529456,0.002522867685214647
0.22873766997976827,0.39926068902387757,0.3720016409963542,0.22873766997976827,0.3992606890238777,0.37200164099635413,0.0,1.1102230246251565e-16,-5.551115123125783e-17
0.11866523829019814,0.10369084215959085,0.7776439195502111,0.09002804370011011,0.0786724336570493,0.8312995226428406,-0.028637194590088025,-0.025018408502541542,0.05365560309262951
0.2931656936999725,0.3415283923387777,0.36530591396124973,0.2931656936999728,0.3415283923387772,0.3653059139612501,3.3306690738754696e-16,-4.996003610813204e-16,3.885780586188048e-16
0.3309936104183722,0.2981749880536514,0.3708314015279764,0.33099393288173123,0.29817469770983873,0.37083136940843014,3.2246335901486844e-7,-2.9034381265891085e-7,-3.211954624493529e-8
0.214093711429003,0.4208155631677852,0.36509072540321175,0.15434459194646646,0.45281228335068974,0.3928431247028437,-0.05974911948253653,0.03199672018290456,0.02775239929963197
0.25391873846804597,0.2657019278892429,0.4803793336427112,0.2539187384654757,0.265701927888876,0.48037933364564833,-2.5702773243097e-12,-3.6692870963861424e-13,2.937150522797083e-12
0.1546644320713559,0.5938707878211369,0.2514647801075071,0.15241638381829312,0.6317631412175144,0.21582047496419252,-0.0022480482530627954,0.03789235339637753,-0.0356443051433146
0.16688635251900505,0.243957630336046,0.589156017144949,0.14745857097056014,0.21171514642488873,0.6408262826045512,-0.019427781548444906,-0.03224248391115728,0.05167026545960218
0.17550400324799664,0.6341421408241918,0.1903538559278115,0.14200468349072493,0.7039751776363692,0.15402013887290586,-0.03349931975727172,0.06983303681217734,-0.03633371705490565
0.2857678574551136,0.40216793351172053,0.31206420903316573,0.28311760312184875,0.40168461514295906,0.3151977817351922,-0.0026502543332648787,-0.00048331836876147616,0.003133572702026466
0.23924833666635706,0.17792579139410145,0.5828258719395415,0.248604001794309,0.1308442807044284,0.6205517175012626,0.00935566512795194,-0.047081510689673034,0.037725845561721094
0.15360443710914992,0.10816318183948989,0.7382323810513601,0.10500763968371186,0.0838989283356659,0.8110934319806223,-0.04859679742543806,-0.024264253503823996,0.0728610509292622
0.29329429290794556,0.31855229346684694,0.38815341362520733,0.2932942929079453,0.31855229346684705,0.38815341362520767,-2.7755575615628914e-16,1.1102230246251565e-16,3.3306690738754696e-16
0.535624120180144,0.1890120880772023,0.2753637917426538,0.5356241201801439,0.18901208807720235,0.2753637917426537,-1.1102230246251565e-16,5.551115123125783e-17,-1.1102230246251565e-16
0.16762707687813594,0.6068410821559501,0.22553184096591397,0.12495055687355446,0.7069362246455282,0.16811321848091745,-0.042676520004581484,0.10009514248957807,-0.05741862248499652
0.4608534524456335,0.0975877473722628,0.44155880018210364,0.4355574387421509,0.0641848575897689,0.5002577036680802,-0.02529601370348261,-0.03340288978249391,0.05869890348597656
0.19009796019293085,0.20320450340999435,0.6066975363970748,0.20384488242811527,0.14557834702061107,0.6505767705512737,0.013746922235184422,-0.05762615638938329,0.04387923415419892
0.10694600561125622,0.8324616659203289,0.06059232846841487,0.09117049340472283,0.8678669315162416,0.04096257507903556,-0.015775512206533393,0.03540526559591273,-0.019629753389379313
0.3045523960285907,0.35643245836863235,0.339015145602777,0.2673352621468334,0.4246751324228997,0.307989605430267,-0.03721713388175729,0.06824267405426737,-0.031025540172510024
0.5710261607805226,0.1630405325344155,0.265933306685062,0.5710261607887174,0.16304053176601985,0.2659333074452628,8.194778189363205e-12,-7.683956526616242e-10,7.602007912055342e-10
0.533342274143918,0.2512359796656611,0.2154217461904209,0.533342274143918,0.251235979665661,0.21542174619042093,0.0,-5.551115123125783e-17,2.7755575615628914e-17
0.3915767852093806,0.2988001009959271,0.30962311379469226,0.43405301466643087,0.3048850257766611,0.2610619595569081,0.04247622945705026,0.0060849247807340245,-0.048561154237784177
0.3265338310938612,0.5117596854182693,0.16170648348786948,0.3493137283285681,0.5474614470597328,0.10322482461169909,0.022779897234706914,0.035701761641463436,-0.05848165887617039
0.15043250680077544,0.3632180897253202,0.4863494034739044,0.12386061818236782,0.35495002039325996,0.5211893614243722,-0.02657188861840762,-0.008268069332060257,0.03483995795046785
0.4105115669437365,0.27812462326052806,0.31136380979573547,0.4519748987640263,0.20477704594697152,0.3432480552890022,0.04146333182028983,-0.07334757731355654,0.03188424549326674
0.6970596460482779,0.10247116882876119,0.20046918512296094,0.7749757095810018,0.07611543421119739,0.14890885620780087,0.07791606353272396,-0.026355734617563797,-0.051560328915160075
0.06430589020542518,0.5390550334482516,0.3966390763463232,0.04770759554415932,0.5984488257087729,0.3538435787470678,-0.01659829466126586,0.05939379226052133,-0.04279549759925544
