Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.21433333333333332,0.5370189890446976,15.155333333333333,13.155333333333333,0.020489666302998862
0.95,NaN,1.7241130938097107,23.0,21.0,0.039999961853027344
