Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.0428,0.12812868982551132,50.6982,46.6982,0.08220459876060486
0.95,NaN,0.31875229831710705,64.0,60.0,0.1099998950958252
