p0_1,p0_2,p0_3,p0_4,p0_5,p*_1,p*_2,p*_3,p*_4,p*_5,p*-p0_1,p*-p0_2,p*-p0_3,p*-p0_4,p*-p0_5
0.21161193474947995,0.19204773711701315,0.35087024194427757,0.169031392693919,0.07643869349531028,0.2116119347495938,0.19204773711711687,0.3508702419444687,0.1690313926970669,0.07643869349175372,1.138533711753098e-13,1.0372258607560525e-13,1.911248936892207e-13,3.1478986084465532e-12,-3.5565578260232655e-12
0.305607967075421,0.29208462516105904,0.1491869953177144,0.20202467372539087,0.051095738720414806,0.30560796090943865,0.29208463094991016,0.1491869985999349,0.20202467413724112,0.05109573540347517,-6.1659823358262145e-9,5.788851120680505e-9,3.2822204953930623e-9,4.1185024834966555e-10,-3.316939632680427e-9
0.16722922798766846,0.24289767577030907,0.14202540728224908,0.24220044807313038,0.205647240886643,0.16722912024537348,0.2429023955020513,0.14202108383170003,0.2422002920284479,0.20564710839242734,-1.0774229497467758e-7,4.719731742236499e-6,-4.32345054904304e-6,-1.560446824810935e-7,-1.3249421565442177e-7
0.23939581814395644,0.18188582062328945,0.175992375278006,0.186689319688334,0.21603666626641407,0.23939581814386604,0.18188582062322078,0.17599237528107595,0.18668931968550478,0.21603666626633244,-9.039990978010337e-14,-6.866729407306593e-14,3.0699331965422516e-12,-2.829209089227902e-12,-8.162914788556463e-14
0.2160988985211351,0.20055316948820245,0.1274072982139558,0.22373212033033513,0.23220851344637153,0.2114476120754451,0.21775746914750274,0.12466544236691407,0.21891864114459642,0.22721083526554164,-0.004651286445689989,0.017204299659300287,-0.00274185584704173,-0.004813479185738712,-0.004997678180829884
0.16791986822735225,0.23797853855020903,0.2613200112856765,0.2618132688995746,0.07096831303718759,0.1679198682211807,0.23797853855045503,0.2613200112827693,0.2618132689031342,0.07096831304246078,-6.171535504861936e-12,2.4599766668131906e-13,-2.9071745011322037e-12,3.559597061553177e-12,5.2731846666986826e-12
0.23800507749434366,0.27608213664233155,0.28212909953413684,0.1180686723391996,0.08571501398998836,0.23800507777635677,0.2760821366084946,0.2821290994147802,0.11806867218999986,0.08571501401036857,2.8201310731112983e-10,-3.383693325531567e-11,-1.1935663568607424e-10,-1.4919973589933022e-10,2.0380211407378113e-11
0.11752761086001406,0.2459255905916458,0.1615337461088936,0.3353019438926012,0.13971110854684554,0.11743818482582936,0.24575784945871476,0.16141599084725625,0.3357806720272936,0.13960730284090594,-8.94260341847003e-5,-0.00016774113293102633,-0.00011775526163734784,0.0004787281346924077,-0.00010380570593959693
0.07460861657257255,0.18494791866569316,0.32457307396678897,0.20639125836985742,0.20947913242508792,0.07460861553961892,0.18494791610509848,0.3245730694730897,0.2063913224670321,0.20947907641516084,-1.0329536254127802e-9,-2.5605946807338853e-9,-4.493699246044258e-9,6.40971746790342e-8,-5.600992708520991e-8
0.1729129014787009,0.2667874563733744,0.3319983643116659,0.12419864939667956,0.10410262843957933,0.17291289364449006,0.2667874442859635,0.3319985386481863,0.12419867500646536,0.10410244841489467,-7.834210835611088e-9,-1.2087410905525786e-8,1.7433652038656433e-7,2.560978580590234e-8,-1.8002468465949661e-7
0.26367027081037064,0.3684341676574234,0.141017594812964,0.1015650254600974,0.12531294125914466,0.26612478906146814,0.36720601084723675,0.1405475197393408,0.10122646342173028,0.12489521693022408,0.0024545182510974928,-0.0012281568101866203,-0.0004700750736232051,-0.0003385620383671156,-0.00041772432892057954
0.18550700201605289,0.24987774664348222,0.21475968253296196,0.28325073103344767,0.06660483777405532,0.1855070020161334,0.24987774664455686,0.2147596825338851,0.2832507310313402,0.06660483777408448,8.051892486093948e-14,1.0746403766859203e-12,9.231504449758177e-13,-2.1074808564947034e-12,2.9157232184218174e-14
0.25197061505998486,0.16858440391590848,0.17680353849416303,0.19469552952018113,0.2079459130097625,0.25197061606462895,0.16858440312417952,0.1768035384291967,0.1946955294486404,0.20794591293335443,1.0046440901412268e-9,-7.917289601699906e-10,-6.496633786490236e-11,-7.154071779424953e-11,-7.64080743120843e-11
0.20091257435017448,0.24429995883843966,0.14126603919541247,0.2977764376223422,0.11574498999363117,0.20091257435235374,0.24429995883827177,0.1412660391953342,0.29777643762047484,0.11574498999356547,2.1792567750367198e-12,-1.678934768989393e-13,-7.827072323607354e-14,-1.867339616268282e-12,-6.569744748219364e-14
0.25166328242322344,0.07212057742335445,0.2865079230225562,0.1362529139145449,0.253455303216321,0.2514172613700739,0.07205007377241335,0.2872054187814596,0.13611971575727322,0.25320753031877996,-0.0002460210531495255,-7.050365094110611e-5,0.0006974957589034325,-0.00013319815727166895,-0.00024777289754102094
0.14174209888386125,0.14062250954989253,0.213778999345197,0.1994450426517431,0.3044113495693061,0.1407557924573701,0.13964399368015507,0.21229144272168585,0.19805720460010756,0.3092515665406814,-0.0009863064264911403,-0.0009785158697374619,-0.0014875566235111604,-0.0013878380516355315,0.004840216971375322
0.16986316668567958,0.10285707896494417,0.21769505481432486,0.40890554809565055,0.10067915143940077,0.1568718807521965,0.09499047122363426,0.20104555567440952,0.45411297939214534,0.09297911295761442,-0.012991285933483088,-0.007866607741309914,-0.01664949913991534,0.04520743129649479,-0.007700038481786353
0.25849507992834675,0.24033292139876958,0.22011188482346467,0.1043128744997411,0.17674723934967793,0.2682552102616482,0.23716841769657795,0.2172135563966212,0.10294089402493137,0.17442192162022135,0.009760130333301476,-0.0031645037021916234,-0.002898328426843455,-0.001371980474809728,-0.002325317729456572
0.34224529250922925,0.2815134894563545,0.04642675211671995,0.22841610734021975,0.10139835857747653,0.35324377610337504,0.29056022247507424,0.035994344834244206,0.2357566072714016,0.08444504931590499,0.010998483594145791,0.009046733018719721,-0.010432407282475742,0.007340499931181854,-0.016953309261571542
0.17682704142794006,0.12132378889720813,0.30967674655819893,0.2569341704952025,0.13523825262145026,0.1797911455836652,0.11345069927399311,0.3190548108695811,0.26124108891879194,0.12646225535396863,0.00296410415572515,-0.007873089623215021,0.009378064311382162,0.004306918423589434,-0.008775997267481628
0.24321704013605125,0.1855955540252259,0.24264040092200015,0.20128563026065405,0.12726137465606868,0.23770745827454087,0.181391268431329,0.25979682510751884,0.19672591825673333,0.12437852992987791,-0.005509581861510376,-0.004204285593896906,0.017156424185518687,-0.004559712003920718,-0.0028828447261907697
0.15860877644169208,0.23184878098390288,0.3635356313220297,0.16036139286434772,0.0856454183880277,0.1586087762998416,0.2318487829068089,0.3635356300037938,0.16036139247812456,0.08564541831143117,-1.4185047580994592e-10,1.9229060288505906e-9,-1.3182359093200091e-9,-3.8622316456127237e-10,-7.659652079272661e-11
0.2590865734796715,0.11164109822780155,0.17931004928026253,0.26514075013086524,0.18482152888139927,0.25362596717259767,0.10928864255097707,0.17553032564074111,0.2806285562061039,0.1809265084295802,-0.005460606307073845,-0.0023524556768244748,-0.0037797236395214207,0.015487806075238642,-0.003895020451819081
0.09183326281363602,0.3813207234425051,0.09147955941711956,0.15277393534065592,0.2825925189860833,0.08538144952316541,0.3962262284466312,0.08505265265593787,0.1420406374323512,0.2912990319419144,-0.006451813290470607,0.014905505004126074,-0.006426906761181697,-0.010733297908304712,0.008706512955831136
0.3907899836798559,0.1929082050895029,0.14366588197910427,0.1824596084959203,0.09017632075561668,0.46204816104378005,0.1703441212224568,0.12686146069475662,0.1611176121490554,0.07962864488995103,0.07125817736392415,-0.022564083867046114,-0.016804421284347643,-0.0213419963468649,-0.010547675865665657
0.20796100902202988,0.12154618396091552,0.31615034828439065,0.22287199440589867,0.1314704643267653,0.20796100871581577,0.121546183781944,0.3161503478188722,0.22287199854946718,0.13147046113390082,-3.06214109624392e-10,-1.7897151816104184e-10,-4.6551845711562123e-10,4.143568516079554e-9,-3.1928644728118627e-9
0.17704625791636186,0.2657241100837849,0.22748430842759765,0.15798780018971698,0.17175752338253877,0.17704625791636194,0.2657241100837843,0.22748430842759795,0.15798780018971714,0.17175752338253875,8.326672684688674e-17,-5.551115123125783e-16,3.0531133177191805e-16,1.6653345369377348e-16,-2.7755575615628914e-17
