Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.0706,0.7418276612550552,46.4338,42.4338,0.07472899966239929
0.95,NaN,1.77007378630496,62.0,58.0,0.10700011253356934
