Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.4444,0.04412924671516457,28.0988,24.0988,0.04092880096435547
0.95,NaN,0.21145788166367324,47.0,43.0,0.07800006866455078
