p0_1,p0_2,p0_3,p0_4,p0_5,p*_1,p*_2,p*_3,p*_4,p*_5,p*-p0_1,p*-p0_2,p*-p0_3,p*-p0_4,p*-p0_5
0.07887185921729085,0.050525972065266,0.30610458138829494,0.1766573059144445,0.38784028141470356,0.052292189341039075,0.0335018086517005,0.3360481712906175,0.1809391494881643,0.3972186812284787,-0.02657966987625178,-0.017024163413565503,0.029943589902322543,0.004281843573719801,0.00937839981377514
0.18529096320877828,0.22607717748051895,0.26651172139841733,0.24534107022998666,0.07677906768229888,0.1754171258563581,0.19175470659664973,0.2939755499207962,0.27373031721371505,0.06512230041248084,-0.009873837352420173,-0.03432247088386922,0.027463828522378886,0.028389246983728383,-0.011656767269818041
0.034431164443523135,0.14975673044980375,0.5028676334626051,0.11089212148750102,0.20205235015656703,0.02282264310177562,0.15030858758970517,0.5511268673957527,0.07350137523221545,0.2022405266805511,-0.011608521341747516,0.0005518571399014127,0.04825923393314757,-0.03739074625528557,0.0001881765239840627
0.08426185812878698,0.18633663710349194,0.1535016389502832,0.43159887922927864,0.14430098658815924,0.06939036802071159,0.19355303082684774,0.1264098765699862,0.5033710264295502,0.10727569815290425,-0.014871490108075383,0.007216393723355807,-0.027091762380297008,0.07177214720027159,-0.03702528843525499
0.08743331817962509,0.329493776320422,0.1020372535898825,0.3666189527313251,0.11441669917874535,0.07238405678067056,0.36373893766625337,0.07119303075356573,0.4047228123744585,0.08796116242505178,-0.01504926139895453,0.03424516134583139,-0.03084422283631677,0.0381038596431334,-0.026455536753693568
0.1362398967437536,0.06690995788085,0.1976167787566541,0.1758410409047738,0.42339232571396856,0.11396214554317574,0.05596893811595827,0.1653027681731937,0.14708776779764032,0.517678380370032,-0.022277751200577872,-0.01094101976489173,-0.032314010583460395,-0.028753273107133465,0.09428605465606343
0.10797536712507382,0.056082501043349706,0.3100064738582524,0.4287245759961874,0.09721108197713677,0.11125466093319723,0.046674973069966555,0.3194082167371025,0.4417452665486456,0.08091688271108811,0.003279293808123418,-0.00940752797338315,0.009401742878850095,0.013020690552458192,-0.01629419926604865
0.08266631909589868,0.17661737333013236,0.5206092588957993,0.1377494305520979,0.08235761812607156,0.05405446312394236,0.18087720326022436,0.5679852844464113,0.14323057674557066,0.0538524724238515,-0.02861185597195632,0.004259829930091996,0.04737602555061193,0.005481146193472758,-0.028505145702220062
0.3095480736593271,0.0716408877903408,0.25133914272347524,0.27224103894927737,0.09523085687757943,0.30954945131817013,0.07163991359558172,0.2513389788506437,0.27224086144843596,0.09523079478716845,1.377658843004781e-6,-9.7419475907079e-7,-1.638728315267457e-7,-1.7750084141399114e-7,-6.209041097937629e-8
0.1555673565997995,0.3654937084378207,0.24706478400804252,0.10626927215537689,0.1256048787989604,0.12445050845646728,0.41543325726152197,0.24867789592845027,0.08501278456065657,0.12642555379290393,-0.031116848143332224,0.049939548823701274,0.0016131119204077504,-0.02125648759472032,0.000820674993943532
0.2600260540419543,0.09638948218119875,0.17031656956131955,0.13139094765899792,0.3418769465565294,0.27716589892273946,0.0717195928555325,0.18154037228810027,0.0977615615537601,0.3718125743798677,0.017139844880785182,-0.024669889325666244,0.011223802726780724,-0.033629386105237816,0.029935627823338307
0.12349464682539069,0.23546930597687477,0.11433539228821468,0.07256238699519796,0.45413826791432194,0.10831887175690313,0.20653341693955674,0.10028515219772363,0.06364548006037425,0.5212170790454422,-0.015175775068487551,-0.02893588903731803,-0.01405024009049105,-0.008916906934823707,0.0670788111311203
0.16960929544048067,0.4728567484122583,0.09700512838893076,0.18037249883883197,0.08015632891949823,0.14389619416704336,0.5527724010389916,0.08229907210669492,0.15302783936185455,0.06800449332541564,-0.025713101273437317,0.07991565262673334,-0.014706056282235841,-0.027344659476977423,-0.012151835594082588
0.448526607729298,0.05430589354875661,0.12317081359248874,0.3306067656211625,0.04338991950829425,0.47319698123540455,0.03673095934112854,0.11627675972108599,0.3475346003621247,0.026260699340256193,0.02467037350610657,-0.017574934207628068,-0.006894053871402753,0.01692783474096221,-0.01712922016803806
0.05698928321107319,0.2022158853758095,0.15482579463039073,0.39491934189835537,0.19104969488437115,0.04953051240690712,0.17574991733193762,0.13456214411967554,0.4741123295213484,0.16604509662013134,-0.0074587708041660705,-0.026465968043871885,-0.020263650510715187,0.07919298762299304,-0.025004598264239813
0.19616394719108,0.26685327752144533,0.062157927318793216,0.23914023554710293,0.23568461242157865,0.16244476020359522,0.2844380491966985,0.051472773488986094,0.19803373032986615,0.303610686780854,-0.03371918698748477,0.017584771675253186,-0.010685153829807122,-0.04110650521723677,0.06792607435927536
0.1298471495266288,0.1348702834824624,0.45192750064263026,0.2536309359183567,0.02972413042992176,0.11644639215589837,0.13360341086410452,0.46815997435346096,0.2627410219629571,0.019049200663579072,-0.013400757370730418,-0.0012668726183578949,0.016232473710830697,0.009110086044600396,-0.010674929766342687
