p0_1,p0_2,p0_3,p0_4,p0_5,p*_1,p*_2,p*_3,p*_4,p*_5,p*-p0_1,p*-p0_2,p*-p0_3,p*-p0_4,p*-p0_5
0.16368137823319492,0.25492594243594724,0.27055939407175517,0.1869522037343923,0.12388108152471042,0.16368137823319487,0.25492594243594713,0.2705593940717553,0.18695220373439225,0.12388108152471046,-5.551115123125783e-17,-1.1102230246251565e-16,1.1102230246251565e-16,-5.551115123125783e-17,4.163336342344337e-17
0.28145259119455523,0.1952312886999137,0.1429629785881874,0.0974940846218928,0.2828590568954508,0.2814525911945177,0.19523128869994388,0.14296297858818896,0.09749408462189457,0.28285905689545493,-3.752553823233029e-14,3.017031069418863e-14,1.5543122344752192e-15,1.7763568394002505e-15,4.107825191113079e-15
0.12502695788745533,0.2716467024423082,0.06297048836418975,0.20018066958423852,0.34017518172180833,0.1250289486810915,0.2716472882465397,0.0629683772258384,0.2001804971497262,0.34017488869680423,1.9907936361640566e-6,5.858042315121104e-7,-2.1111383513572335e-6,-1.7243451233550644e-7,-2.930250040944493e-7
0.04912766055639228,0.29084678187874247,0.12175786497977927,0.16134886016736874,0.3769188324177172,0.049127660560115076,0.2908467818908912,0.12175786498035562,0.16134886017045041,0.3769188323981878,3.722792907279171e-12,1.2148726469263238e-11,5.763584054463422e-13,3.0816738050276626e-12,-1.9529378114668816e-11
0.23822887558857855,0.08805484405603617,0.1775699401361471,0.15143818087444785,0.3447081593447904,0.23822887558401434,0.08805484405988413,0.1775699401363359,0.15143818087460875,0.344708159345157,-4.5642101209608654e-12,3.8479636144117535e-12,1.8879342533750787e-13,1.608990718438008e-13,3.665956427312267e-13
0.24707671507459583,0.19168584220653492,0.3008673196767771,0.0933946883258493,0.16697543471624293,0.24707671507465515,0.191685842206581,0.30086731967548674,0.09339468832699395,0.16697543471628315,5.931366509059899e-14,4.6074255521943996e-14,-1.2903567103705882e-12,1.1446538161763442e-12,4.0217829067046296e-14
0.22242309514590028,0.2120459997309472,0.2152407607201109,0.07870434109263012,0.2715858033104115,0.2224230951462962,0.21204599972240445,0.21524076072763476,0.07870434109277026,0.2715858033108942,3.9593328615694645e-13,-8.542749840856345e-12,7.523870415582223e-12,1.4013790128331038e-13,4.827249711070181e-13
0.18851195849275143,0.18445575893516775,0.2494086641892289,0.23391808022626068,0.14370553815659118,0.18851195849275157,0.18445575893516764,0.24940866418922894,0.23391808022626076,0.14370553815659115,1.3877787807814457e-16,-1.1102230246251565e-16,2.7755575615628914e-17,8.326672684688674e-17,-2.7755575615628914e-17
0.2386381606707219,0.07051145577704417,0.2136680593356208,0.26547926808854017,0.211703056128073,0.2386381606707219,0.07051145577704412,0.21366805933562077,0.26547926808854017,0.211703056128073,0.0,-4.163336342344337e-17,-2.7755575615628914e-17,0.0,0.0
0.23074709732447915,0.2846336411057604,0.10773976219814119,0.23578219072842824,0.14109730864319106,0.23074709732447915,0.28463364110576045,0.10773976219814116,0.2357821907284282,0.14109730864319106,0.0,5.551115123125783e-17,-2.7755575615628914e-17,-2.7755575615628914e-17,0.0
