p0_1,p0_2,p0_3,p0_4,p0_5,p*_1,p*_2,p*_3,p*_4,p*_5,p*-p0_1,p*-p0_2,p*-p0_3,p*-p0_4,p*-p0_5
0.07887185921729085,0.050525972065266,0.30610458138829494,0.1766573059144445,0.38784028141470356,0.05408146760388172,0.03503585515657873,0.32308417386989513,0.18367319478911331,0.40412530858053114,-0.024790391613409138,-0.015490116908687276,0.016979592481600192,0.0070158888746688075,0.01628502716582758
0.18529096320877828,0.22607717748051895,0.26651172139841733,0.24534107022998666,0.07677906768229888,0.18154344570372125,0.17965903405634107,0.3106828312134325,0.2670187887456303,0.06109590028087487,-0.0037475175050570297,-0.04641814342417788,0.04417110981501515,0.021677718515643624,-0.01568316740142401
0.034431164443523135,0.14975673044980375,0.5028676334626051,0.11089212148750102,0.20205235015656703,0.03133156818886185,0.16762421658133805,0.5255978739539627,0.0755040066634413,0.19994233461239613,-0.003099596254661288,0.0178674861315343,0.022730240491357634,-0.03538811482405972,-0.0021100155441708957
0.08426185812878698,0.18633663710349194,0.1535016389502832,0.43159887922927864,0.14430098658815924,0.0646958852601406,0.1903944951850898,0.13816818524904145,0.4997354221518862,0.10700601215384198,-0.019565972868646378,0.004057858081597865,-0.015333453701241756,0.06813654292260757,-0.03729497443431726
0.08743331817962509,0.329493776320422,0.1020372535898825,0.3666189527313251,0.11441669917874535,0.07603714133266648,0.3753201561439244,0.06696494610704419,0.3995542148243119,0.08212354159205304,-0.011396176846958608,0.045826379823502406,-0.03507230748283831,0.032935262092986806,-0.03229315758669231
0.1362398967437536,0.06690995788085,0.1976167787566541,0.1758410409047738,0.42339232571396856,0.11441865083399128,0.04940939037384649,0.1764052083167719,0.14745136658425037,0.51231538389114,-0.021821245909762338,-0.017500567507003503,-0.0212115704398822,-0.028389674320523417,0.08892305817717139
0.10797536712507382,0.056082501043349706,0.3100064738582524,0.4287245759961874,0.09721108197713677,0.10740780079700557,0.0436961215510626,0.320621607027708,0.46160035034563973,0.0666741202785841,-0.0005675663280682447,-0.012386379492287103,0.01061513316945556,0.032875774349452325,-0.03053696169855266
0.08266631909589868,0.17661737333013236,0.5206092588957993,0.1377494305520979,0.08235761812607156,0.05317721365756378,0.17742736229438402,0.5699702517252923,0.14642718091785212,0.052997991404907796,-0.029489105438334898,0.0008099889642516622,0.04936099282949291,0.008677750365754217,-0.029359626721163767
0.3095480736593271,0.0716408877903408,0.25133914272347524,0.27224103894927737,0.09523085687757943,0.30954945131817013,0.07163991359558172,0.2513389788506437,0.27224086144843596,0.09523079478716845,1.377658843004781e-6,-9.7419475907079e-7,-1.638728315267457e-7,-1.7750084141399114e-7,-6.209041097937629e-8
0.1555673565997995,0.3654937084378207,0.24706478400804252,0.10626927215537689,0.1256048787989604,0.14563791761776917,0.3817876841580325,0.24598482481046743,0.09120716839331514,0.1353824050204157,-0.00992943898203033,0.016293975720211795,-0.0010799591975750866,-0.015062103762061754,0.009777526221455307
0.2600260540419543,0.09638948218119875,0.17031656956131955,0.13139094765899792,0.3418769465565294,0.2778908373345903,0.06983579908067691,0.1823166207684167,0.09490059518243815,0.3750561476338779,0.01786478329263602,-0.026553683100521835,0.012000051207097157,-0.03649035247655977,0.03317920107734851
0.12349464682539069,0.23546930597687477,0.11433539228821468,0.07256238699519796,0.45413826791432194,0.11080956783904461,0.20562603477520755,0.10393511700539187,0.06090522664179116,0.5187240537385648,-0.012685078986346077,-0.029843271201667215,-0.010400275282822807,-0.011657160353406797,0.06458578582424285
0.16960929544048067,0.4728567484122583,0.09700512838893076,0.18037249883883197,0.08015632891949823,0.1429201714133822,0.5515098869830642,0.08216927298292724,0.15651716468171437,0.0668835039389119,-0.02668912402709847,0.07865313857080597,-0.014835855406003517,-0.023855334157117603,-0.013272824980586323
0.448526607729298,0.05430589354875661,0.12317081359248874,0.3306067656211625,0.04338991950829425,0.46767514709953306,0.036212993198484554,0.12254116489504262,0.3457898458826901,0.027780848924249726,0.019148539370235085,-0.018092900350272056,-0.0006296486974461252,0.015183080261527593,-0.015609070584044527
0.05698928321107319,0.2022158853758095,0.15482579463039073,0.39491934189835537,0.19104969488437115,0.05051297721768391,0.17942140639666718,0.13508079756416522,0.46888870149707484,0.16609611732440893,-0.006476305993389275,-0.02279447897914233,-0.01974499706622551,0.07396935959871948,-0.02495357755996222
0.19616394719108,0.26685327752144533,0.062157927318793216,0.23914023554710293,0.23568461242157865,0.16516262559602157,0.2817941607640298,0.051944909406720696,0.20043849922838347,0.3006598050048444,-0.031001321595058418,0.014940883242584468,-0.01021301791207252,-0.038701736318719454,0.06497519258326576
0.1298471495266288,0.1348702834824624,0.45192750064263026,0.2536309359183567,0.02972413042992176,0.12598985822747882,0.12412720881467283,0.46693867497635316,0.2633481424819861,0.01959611549950906,-0.0038572912991499675,-0.010743074667789579,0.015011174333722899,0.0097172065636294,-0.0101280149304127
0.12551925405727854,0.35636416665913573,0.19244878381223446,0.1216819035914596,0.2039858918798916,0.0658267015535416,0.42877360878423043,0.18432850217296853,0.11150407986026052,0.20956710762899905,-0.05969255250373694,0.0724094421250947,-0.008120281639265925,-0.010177823731199076,0.005581215749107443
0.21525585327297414,0.36182377467033006,0.23008785963634126,0.12063580270353369,0.07219670971682085,0.2160357763232003,0.39613893427412,0.22981925929762534,0.11088431837866153,0.04712171172639279,0.0007799230502261723,0.034315159603789946,-0.00026860033871592415,-0.009751484324872162,-0.02507499799042806
0.21388021172996907,0.18469258653037623,0.25797624628245397,0.17062547512314272,0.172825480334058,0.21384892327219926,0.1846655679195971,0.2579385070319541,0.17117234749417487,0.17237465428207477,-3.128845776981248e-5,-2.701861077913925e-5,-3.7739250499879695e-5,0.0005468723710321532,-0.00045082605198323855
0.18216385990309805,0.14048546492341146,0.19787536605460102,0.10546691642408007,0.37400839269480923,0.1904850532837179,0.13812841021885436,0.18564935635746518,0.10129669773107677,0.3844404824088857,0.008321193380619846,-0.0023570547045571044,-0.012226009697135831,-0.004170218693003297,0.010432089714076442
0.1947634001125284,0.12883199608173296,0.11794298142834482,0.20715613296055763,0.35130548941683626,0.1920872377161854,0.07726822872258265,0.10179513845325366,0.2202601695897231,0.4085892255182553,-0.002676162396342996,-0.0515637673591503,-0.016147842975091156,0.013104036629165483,0.057283736101419014
0.13765332415188422,0.28379193019760285,0.31278265206187983,0.16608764555142422,0.09968444803720883,0.13765172051997215,0.2837886240820528,0.3127790082105936,0.16619637768631002,0.09958426950107137,-1.6036319120671383e-6,-3.306115550050226e-6,-3.6438512862058126e-6,0.00010873213488579725,-0.0001001785361374602
0.29334511335340185,0.07514277075076764,0.12052760224366293,0.26325156176679815,0.24773295188536937,0.29511155935468253,0.0563814673425993,0.09116049552410505,0.30107081511706324,0.25627566266154983,0.0017664460012806749,-0.01876130340816834,-0.02936710671955789,0.03781925335026509,0.008542710776180462
0.3637382960440185,0.13599870314361195,0.11140369039357034,0.11326299959459171,0.27559631082420755,0.3965623915373517,0.11404581996763812,0.08514335313153751,0.09700196013144971,0.30724647523202303,0.03282409549333315,-0.02195288317597384,-0.026260337262032835,-0.016261039463142002,0.031650164407815484
0.1017116163705273,0.15568182889112572,0.5083669195496768,0.07481814988591207,0.159421485302758,0.07842672260402817,0.1701344681102409,0.572071510131473,0.06113559329052832,0.11823170586372965,-0.02328489376649913,0.014452639219115188,0.06370459058179612,-0.013682556595383748,-0.04118977943902834
