Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.296,0.07337453573290188,6.814,5.814,0.008908497929573059
0.95,NaN,0.2909796686203525,10.0,9.0,0.023999929428100586
