p0_1,p0_2,p*_1,p*_2,p*-p0_1,p*-p0_2
0.49046770557798164,0.5095322944220184,0.4904677055779816,0.5095322944220184,-5.551115123125783e-17,0.0
0.5049857470869052,0.49501425291309475,0.5049857470869055,0.4950142529130946,2.220446049250313e-16,-1.6653345369377348e-16
0.5728343393170087,0.4271656606829914,0.5728343393170088,0.42716566068299133,1.1102230246251565e-16,-5.551115123125783e-17
0.7544363197972809,0.24556368020271904,0.8057421884069259,0.1942578115930742,0.05130586860964503,-0.05130586860964484
0.18902665815440936,0.8109733418455907,0.18902665815440928,0.8109733418455907,-8.326672684688674e-17,0.0
0.6475331587576308,0.3524668412423693,0.6609048932040799,0.33909510679592014,0.013371734446449013,-0.01337173444644918
0.19100371578654413,0.8089962842134559,0.11229342942124101,0.887706570578759,-0.07871028636530311,0.07871028636530308
0.6550615526716295,0.3449384473283706,0.6550615526716291,0.34493844732837087,-3.3306690738754696e-16,2.7755575615628914e-16
0.5980058335763941,0.40199416642360575,0.5980058335763945,0.40199416642360547,3.3306690738754696e-16,-2.7755575615628914e-16
0.41471115235902145,0.5852888476409784,0.4147111523590217,0.5852888476409783,2.220446049250313e-16,-1.1102230246251565e-16
0.4682680768254671,0.5317319231745329,0.46826807682546734,0.5317319231745328,2.220446049250313e-16,-1.1102230246251565e-16
0.5138026552267139,0.4861973447732862,0.5138026552267141,0.486197344773286,2.220446049250313e-16,-1.6653345369377348e-16
0.38409579503640057,0.6159042049635994,0.3840957950364008,0.6159042049635992,2.220446049250313e-16,-2.220446049250313e-16
0.6628759322828736,0.3371240677171265,0.670669893213975,0.32933010678602503,0.007793960931101407,-0.007793960931101462
0.319186680840476,0.6808133191595239,0.27380274722322645,0.7261972527767735,-0.04538393361724957,0.04538393361724957
0.5310672088821512,0.4689327911178487,0.5310672088821512,0.46893279111784886,0.0,1.6653345369377348e-16
0.5053915304966723,0.4946084695033277,0.5053915304966716,0.4946084695033283,-6.661338147750939e-16,6.106226635438361e-16
0.1655741780836212,0.8344258219163787,0.11672770507898414,0.8832722949210159,-0.04884647300463707,0.04884647300463718
0.5015765942429198,0.49842340575708016,0.5015765942429199,0.49842340575708016,1.1102230246251565e-16,0.0
0.2559907765279518,0.7440092234720481,0.2151227155415812,0.7848772844584189,-0.040868060986370636,0.04086806098637075
0.6586922131269694,0.3413077868730306,0.6586922131269694,0.3413077868730307,0.0,1.1102230246251565e-16
0.6609203790028958,0.3390796209971042,0.7237037078909909,0.276296292109009,0.06278332888809512,-0.06278332888809518
0.4878315678533665,0.5121684321466335,0.4878315678533666,0.5121684321466334,1.1102230246251565e-16,-1.1102230246251565e-16
0.7316712505952176,0.2683287494047823,0.7316712505952176,0.26832874940478235,0.0,5.551115123125783e-17
