Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.4295,0.3223806744735529,5.2155,4.2155,0.006417500972747803
0.95,NaN,1.4284838618778968,9.0,8.0,0.021999835968017578
