p0_1,p0_2,p*_1,p*_2,p*-p0_1,p*-p0_2
0.6018456898764097,0.3981543101235903,0.6170046317012136,0.3829953682987864,0.015158941824803818,-0.015158941824803929
0.841621573257502,0.15837842674249805,0.8669555069250091,0.13304449307499092,0.025333933667507136,-0.025333933667507136
0.35370643707713606,0.646293562922864,0.3313852695995939,0.6686147304004061,-0.022321167477542148,0.022321167477542092
0.34662761984947343,0.6533723801505266,0.3317460282588886,0.6682539717411113,-0.01488159159058483,0.014881591590584775
0.8048784245869915,0.19512157541300834,0.8362286392861429,0.16377136071385712,0.031350214699151335,-0.031350214699151224
0.32879185589259835,0.6712081441074017,0.3131438359890763,0.6868561640109238,-0.015648019903522048,0.015648019903522048
0.1230771563123462,0.8769228436876538,0.10063602213073275,0.8993639778692673,-0.022441134181613448,0.02244113418161342
0.5187453961604267,0.48125460383957336,0.5167900356904516,0.48320996430954843,-0.0019553604699751315,0.001955360469975076
0.6193628729717187,0.3806371270282813,0.6193628729717183,0.3806371270282816,-3.3306690738754696e-16,3.3306690738754696e-16
0.7977232111551499,0.20227678884485017,0.79772321115515,0.20227678884485,1.1102230246251565e-16,-1.6653345369377348e-16
0.5314946754062759,0.468505324593724,0.5314946754062768,0.46850532459372324,8.881784197001252e-16,-7.771561172376096e-16
0.467359622292706,0.532640377707294,0.46357613871742603,0.5364238612825739,-0.0037834835752799667,0.003783483575279911
0.3287912580594339,0.671208741940566,0.30365569620682337,0.6963443037931767,-0.02513556185261051,0.025135561852610677
0.23606214849980656,0.7639378515001934,0.22059682871227007,0.77940317128773,-0.015465319787536486,0.015465319787536513
0.41292952934709576,0.5870704706529042,0.4161149114159793,0.5838850885840208,0.0031853820688835244,-0.0031853820688834134
0.7931680953429739,0.20683190465702614,0.8292682748811049,0.17073172511889506,0.03610017953813094,-0.03610017953813108
0.631018493624947,0.368981506375053,0.6659414524640589,0.33405854753594116,0.034922958839111895,-0.03492295883911184
0.6002663607192752,0.39973363928072475,0.6168993745649801,0.3831006254350199,0.016633013845704925,-0.01663301384570487
0.7749681560168575,0.22503184398314252,0.7954165161390743,0.20458348386092579,0.020448360122216735,-0.020448360122216735
0.42906372620268785,0.570936273797312,0.44150192582555303,0.558498074174447,0.012438199622865187,-0.012438199622865076
0.48646915900589005,0.5135308409941098,0.49635042881655694,0.503649571183443,0.009881269810666893,-0.009881269810666837
0.25502528730215346,0.7449747126978465,0.23067936210572887,0.7693206378942711,-0.02434592519642459,0.024345925196424534
0.8890347330960202,0.11096526690397977,0.9074559891462977,0.09254401085370231,0.018421256050277446,-0.01842125605027746
0.6555759983548888,0.3444240016451111,0.6555759983548893,0.3444240016451106,5.551115123125783e-16,-4.996003610813204e-16
0.443055488309004,0.5569445116909961,0.43846859345200545,0.5615314065479946,-0.004586894856998536,0.00458689485699848
0.35015912636697855,0.6498408736330216,0.33261511685964423,0.6673848831403557,-0.017544009507334313,0.017544009507334146
0.710510034914343,0.28948996508565705,0.7560063331877324,0.2439936668122677,0.04549629827338941,-0.04549629827338936
0.6578667441593078,0.34213325584069215,0.6839147135042795,0.3160852864957205,0.026047969344971666,-0.026047969344971666
0.8078957065765473,0.19210429342345267,0.8443277611765913,0.15567223882340875,0.03643205460004395,-0.03643205460004392
0.30721297093044064,0.6927870290695594,0.30721297093044075,0.6927870290695592,1.1102230246251565e-16,-1.1102230246251565e-16
0.523138027737563,0.47686197226243704,0.5231380277375628,0.4768619722624372,-2.220446049250313e-16,1.6653345369377348e-16
0.5686416826672417,0.4313583173327583,0.5686416826672419,0.43135831733275815,2.220446049250313e-16,-1.6653345369377348e-16
0.5442062542559465,0.45579374574405357,0.5442062542559457,0.4557937457440543,-7.771561172376096e-16,7.216449660063518e-16
0.8548497697221348,0.14515023027786528,0.8887108776878877,0.11128912231211231,0.033861107965752923,-0.033861107965752965
0.2713694432216967,0.7286305567783032,0.25070245561470567,0.7492975443852944,-0.02066698760699104,0.02066698760699115
0.36821491359072556,0.6317850864092744,0.3320172447494857,0.6679827552505143,-0.03619766884123987,0.03619766884123987
0.5073727557919747,0.4926272442080253,0.5028863828661907,0.49711361713380936,-0.004486372925784021,0.004486372925784077
0.6194743321413312,0.38052566785866876,0.6194743321413311,0.380525667858669,-1.1102230246251565e-16,2.220446049250313e-16
0.6258421711113903,0.37415782888860954,0.6345056328905919,0.3654943671094081,0.008663461779201631,-0.008663461779201465
0.6950335927108069,0.30496640728919305,0.7071745082704922,0.29282549172950784,0.012140915559685328,-0.012140915559685217
0.31777865613004835,0.6822213438699516,0.3032707957634002,0.6967292042365998,-0.01450786036664814,0.014507860366648195
0.37882125486169244,0.6211787451383076,0.3669465912110752,0.6330534087889248,-0.011874663650617234,0.011874663650617179
0.7582990953682486,0.2417009046317513,0.8019678029744363,0.19803219702556377,0.043668707606187684,-0.043668707606187546
0.7485496177768308,0.25145038222316923,0.7727420699687108,0.2272579300312893,0.024192452191879932,-0.024192452191879932
0.5800282267680995,0.41997177323190055,0.5800282267681008,0.41997177323189916,1.3322676295501878e-15,-1.3877787807814457e-15
0.08318066127824575,0.9168193387217541,0.06785791707905925,0.9321420829209407,-0.0153227441991865,0.015322744199186555
0.2004080464834253,0.7995919535165747,0.16723996169074132,0.8327600383092587,-0.03316808479268399,0.03316808479268396
0.48516162314673217,0.5148383768532677,0.4811816182505893,0.5188183817494108,-0.003980004896142864,0.00398000489614303
0.43922049675919717,0.5607795032408028,0.42935664529964646,0.5706433547003535,-0.00986385145955071,0.00986385145955071
0.26868757587756154,0.7313124241224385,0.22590220512162346,0.7740977948783766,-0.04278537075593808,0.042785370755938135
0.34365154852078184,0.656348451479218,0.3085244531584258,0.6914755468415742,-0.03512709536235603,0.03512709536235614
0.34042779378003446,0.6595722062199655,0.3300196385704722,0.6699803614295278,-0.010408155209562286,0.010408155209562286
0.48169482855720674,0.5183051714427933,0.4816948285572062,0.5183051714427938,-5.551115123125783e-16,4.440892098500626e-16
0.7257694013706346,0.2742305986293654,0.7544177613876195,0.24558223861238052,0.028648360016984897,-0.02864836001698487
0.31596578700981315,0.6840342129901867,0.30548773003356755,0.6945122699664324,-0.010478056976245598,0.010478056976245709
0.4992116630319109,0.500788336968089,0.4992116630319117,0.5007883369680883,8.326672684688674e-16,-6.661338147750939e-16
