p0_1,p0_2,p*_1,p*_2,p*-p0_1,p*-p0_2
0.35374837541652454,0.6462516245834755,0.3537483754165249,0.6462516245834752,3.3306690738754696e-16,-3.3306690738754696e-16
0.6234001185220679,0.3765998814779321,0.7084213778642088,0.2915786221357912,0.08502125934214089,-0.08502125934214089
0.40433320099499664,0.5956667990050034,0.4043332009949955,0.5956667990050045,-1.1657341758564144e-15,1.1102230246251565e-15
0.5837586508958208,0.41624134910417915,0.5837586508958209,0.41624134910417915,1.1102230246251565e-16,0.0
0.7255848314367412,0.2744151685632588,0.7785791671906688,0.22142083280933125,0.052994335753927535,-0.05299433575392756
0.27179238569582337,0.7282076143041766,0.22204767500792055,0.7779523249920794,-0.049744710687902816,0.04974471068790287
0.826011985718252,0.17398801428174812,0.8606343835760257,0.1393656164239743,0.03462239785777377,-0.03462239785777382
0.5246818504198617,0.4753181495801383,0.5246818504198619,0.4753181495801381,2.220446049250313e-16,-1.6653345369377348e-16
0.16626002335166168,0.8337399766483383,0.1408734631278344,0.8591265368721656,-0.025386560223827292,0.025386560223827237
0.3139196941921398,0.6860803058078603,0.21133469037945019,0.7886653096205498,-0.10258500381268959,0.10258500381268953
0.800661973793187,0.19933802620681293,0.8603180474510909,0.1396819525489091,0.05965607365790382,-0.05965607365790382
0.4354939547845921,0.5645060452154079,0.43549395478459196,0.564506045215408,-1.1102230246251565e-16,1.1102230246251565e-16
0.27495432202628817,0.7250456779737118,0.21126110911520252,0.7887388908847975,-0.06369321291108565,0.06369321291108576
0.8161478892333508,0.18385211076664928,0.853101145649555,0.14689885435044508,0.03695325641620417,-0.0369532564162042
0.33935677767267663,0.6606432223273233,0.3263103875920258,0.6736896124079742,-0.013046390080650838,0.013046390080650894
0.5780771822395266,0.4219228177604733,0.5836908714227744,0.41630912857722563,0.005613689183247783,-0.005613689183247672
0.7991300149818373,0.20086998501816267,0.8363103634983652,0.16368963650163487,0.03718034851652785,-0.037180348516527795
0.5371160629132777,0.46288393708672215,0.5362149802031456,0.4637850197968544,-0.0009010827101321173,0.0009010827101322283
0.7433841557222215,0.25661584427777856,0.7690839854568378,0.2309160145431623,0.025699829734616264,-0.025699829734616264
0.8775283986800521,0.12247160131994786,0.9182075470646691,0.08179245293533093,0.04067914838461706,-0.040679148384616934
0.5000476126309444,0.49995238736905556,0.5000476126309443,0.4999523873690556,-1.1102230246251565e-16,5.551115123125783e-17
0.4694604159377199,0.53053958406228,0.4694604159377201,0.53053958406228,1.6653345369377348e-16,0.0
0.4829540695671406,0.5170459304328595,0.48631593192319794,0.5136840680768021,0.0033618623560573435,-0.003361862356057399
0.6095376008332304,0.3904623991667696,0.6889333251323836,0.31106667486761636,0.0793957242991532,-0.07939572429915326
0.6238982746128633,0.3761017253871366,0.6956272474147193,0.30437275258528074,0.07172897280185597,-0.07172897280185586
0.7906746574412907,0.20932534255870927,0.7906746574412906,0.20932534255870938,-1.1102230246251565e-16,1.1102230246251565e-16
0.6208245190697681,0.37917548093023196,0.6208245190697681,0.3791754809302319,0.0,-5.551115123125783e-17
0.585919221500527,0.414080778499473,0.6086749150579399,0.39132508494206014,0.022755693557412915,-0.02275569355741286
0.6506972572296742,0.34930274277032586,0.7401938319928915,0.25980616800710854,0.08949657476321726,-0.08949657476321732
