p0_1,p0_2,p*_1,p*_2,p*-p0_1,p*-p0_2
0.35374837541652454,0.6462516245834755,0.3537483754165249,0.6462516245834752,3.3306690738754696e-16,-3.3306690738754696e-16
0.6234001185220679,0.3765998814779321,0.7108652700177246,0.28913472998227546,0.0874651514956567,-0.08746515149565665
0.40433320099499664,0.5956667990050034,0.4043332009949955,0.5956667990050045,-1.1657341758564144e-15,1.1102230246251565e-15
0.5837586508958208,0.41624134910417915,0.5837586508958209,0.41624134910417915,1.1102230246251565e-16,0.0
0.7255848314367412,0.2744151685632588,0.7790732897393596,0.22092671026064034,0.05348845830261839,-0.053488458302618475
0.27179238569582337,0.7282076143041766,0.22142917118119954,0.7785708288188005,-0.05036321451462383,0.05036321451462389
0.826011985718252,0.17398801428174812,0.8610877942257562,0.1389122057742438,0.03507580850750425,-0.03507580850750433
0.5246818504198617,0.4753181495801383,0.5246818504198619,0.4753181495801381,2.220446049250313e-16,-1.6653345369377348e-16
0.16626002335166168,0.8337399766483383,0.145598800057608,0.8544011999423919,-0.020661223294053677,0.02066122329405362
0.3139196941921398,0.6860803058078603,0.21003676485845102,0.789963235141549,-0.10388292933368876,0.1038829293336887
0.800661973793187,0.19933802620681293,0.8618600629302732,0.13813993706972677,0.06119808913708613,-0.06119808913708616
0.4354939547845921,0.5645060452154079,0.43549395478459196,0.564506045215408,-1.1102230246251565e-16,1.1102230246251565e-16
0.27495432202628817,0.7250456779737118,0.20311885879482422,0.7968811412051758,-0.07183546323146395,0.07183546323146406
0.8161478892333508,0.18385211076664928,0.8469479543378498,0.1530520456621503,0.030800065104498953,-0.03080006510449898
0.33935677767267663,0.6606432223273233,0.28920406834251744,0.7107959316574826,-0.050152709330159195,0.05015270933015925
0.5780771822395266,0.4219228177604733,0.6027508516417873,0.39724914835821273,0.02467366940226068,-0.024673669402260567
0.7991300149818373,0.20086998501816267,0.8259513676432728,0.17404863235672724,0.026821352661435482,-0.026821352661435427
0.5371160629132777,0.46288393708672215,0.5342915275119687,0.46570847248803127,-0.002824535401309003,0.002824535401309114
0.7433841557222215,0.25661584427777856,0.7560692896197363,0.24393071038026376,0.0126851338975148,-0.0126851338975148
0.8775283986800521,0.12247160131994786,0.9191640037127947,0.08083599628720539,0.04163560503274266,-0.04163560503274247
0.5000476126309444,0.49995238736905556,0.5000476126309443,0.4999523873690556,-1.1102230246251565e-16,5.551115123125783e-17
0.4694604159377199,0.53053958406228,0.4694604159377201,0.53053958406228,1.6653345369377348e-16,0.0
0.4829540695671406,0.5170459304328595,0.49410718849734375,0.5058928115026563,0.011153118930203154,-0.01115311893020321
0.6095376008332304,0.3904623991667696,0.6833221555177612,0.31667784448223874,0.07378455468453082,-0.07378455468453088
0.6238982746128633,0.3761017253871366,0.6979415025690224,0.3020584974309775,0.07404322795615914,-0.07404322795615909
0.7906746574412907,0.20932534255870927,0.7906746574412906,0.20932534255870938,-1.1102230246251565e-16,1.1102230246251565e-16
0.6208245190697681,0.37917548093023196,0.6208245190697681,0.3791754809302319,0.0,-5.551115123125783e-17
0.585919221500527,0.414080778499473,0.6101564852964285,0.3898435147035715,0.02423726379590152,-0.02423726379590152
0.6506972572296742,0.34930274277032586,0.7619880181300497,0.23801198186995026,0.11129076090037548,-0.1112907609003756
0.38720626296465127,0.6127937370353488,0.366923416421713,0.633076583578287,-0.02028284654293827,0.020282846542938215
0.641090226038129,0.3589097739618709,0.6410902260381292,0.3589097739618708,1.1102230246251565e-16,-1.1102230246251565e-16
0.5552631158173531,0.44473688418264684,0.5552631158173532,0.44473688418264684,1.1102230246251565e-16,0.0
0.28085026354521386,0.7191497364547862,0.2589510072891098,0.7410489927108902,-0.02189925625610406,0.021899256256104005
0.40109717267065625,0.5989028273293437,0.3486627123185085,0.6513372876814916,-0.05243446035214777,0.05243446035214783
0.6741629800294593,0.32583701997054076,0.7579080868038867,0.2420919131961134,0.08374510677442737,-0.08374510677442737
0.6403583152587002,0.3596416847412997,0.6403583152587002,0.35964168474129987,0.0,1.6653345369377348e-16
0.8255972238860844,0.17440277611391564,0.8918688944733707,0.10813110552662929,0.06627167058728634,-0.06627167058728635
0.6443702227934455,0.3556297772065545,0.7084310598493772,0.29156894015062285,0.06406083705593169,-0.06406083705593163
0.4861618844802537,0.5138381155197462,0.4800130527366431,0.5199869472633569,-0.006148831743610639,0.006148831743610694
0.3414952614243443,0.6585047385756557,0.3414952614243442,0.6585047385756558,-5.551115123125783e-17,1.1102230246251565e-16
0.4458232730794535,0.5541767269205464,0.4458232730794534,0.5541767269205465,-1.1102230246251565e-16,1.1102230246251565e-16
0.5021425754246249,0.4978574245753751,0.502142575424625,0.49785742457537496,1.1102230246251565e-16,-1.1102230246251565e-16
0.1828272483332964,0.8171727516667036,0.15099004926070542,0.8490099507392946,-0.03183719907259097,0.03183719907259108
0.6321988687559762,0.3678011312440237,0.632198868755976,0.367801131244024,-2.220446049250313e-16,3.3306690738754696e-16
0.2930684543784108,0.7069315456215893,0.24257324266767377,0.7574267573323262,-0.05049521171073701,0.0504952117107369
0.3175633605950262,0.6824366394049739,0.25136483106803,0.74863516893197,-0.06619852952699623,0.06619852952699612
0.6233472222829098,0.3766527777170902,0.6576615676639533,0.34233843233604666,0.0343143453810435,-0.034314345381043554
0.5423371237531706,0.45766287624682944,0.5423371237531706,0.45766287624682944,0.0,0.0
0.25106140693808604,0.748938593061914,0.25106140693808565,0.7489385930619143,-3.885780586188048e-16,3.3306690738754696e-16
0.1976345235154963,0.8023654764845037,0.15401367668409122,0.8459863233159088,-0.043620846831405075,0.0436208468314051
0.4892043950149272,0.5107956049850728,0.4892043950149288,0.5107956049850713,1.609823385706477e-15,-1.5543122344752192e-15
0.7216097910135972,0.27839020898640265,0.7412041153927602,0.2587958846072398,0.019594324379162975,-0.019594324379162864
0.6612113832047913,0.3387886167952086,0.6979886130788029,0.30201138692119706,0.03677722987401155,-0.03677722987401155
0.326377363402377,0.6736226365976229,0.3263773634023771,0.6736226365976229,1.1102230246251565e-16,0.0
