p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.056665595138686194,8.0,7.0,0.015000104904174805
0.0,0.28213129613160487,8.0,7.0,0.018000125885009766
0.0,0.05088075492355189,8.0,7.0,0.01699995994567871
0.0,0.08573673190054809,8.0,7.0,0.01399993896484375
0.0,0.27709654082108,9.0,8.0,0.0280001163482666
0.0,0.07483798182512591,9.0,8.0,0.011999845504760742
0.0,0.1812618914113699,8.0,7.0,0.009000062942504883
0.0,0.0013214176090528,9.0,8.0,0.0
1.0,0.0,2.0,1.0,0.0019998550415039062
1.0,0.0,2.0,1.0,0.0019998550415039062
1.0,0.0,2.0,1.0,0.002000093460083008
0.0,0.012587960663767451,10.0,9.0,0.013000011444091797
0.0,0.20027630917299863,9.0,8.0,0.012000083923339844
0.0,0.0686333026415528,8.0,7.0,0.0019998550415039062
0.0,0.00841221206698767,8.0,7.0,0.02500009536743164
0.0,0.18240651070821887,8.0,7.0,0.01100015640258789
0.0,0.08215685679354753,7.0,6.0,0.007999897003173828
0.0,0.009292177541055699,9.0,8.0,0.003999948501586914
0.0,0.09068930891708049,9.0,8.0,0.017000198364257812
0.0,0.005237415801332388,10.0,9.0,0.012000083923339844
0.0,0.01663716313524794,10.0,9.0,0.012000083923339844
0.0,0.14499676505498307,8.0,7.0,0.006000041961669922
0.0,0.15751095962350006,8.0,7.0,0.0
1.0,0.0,2.0,1.0,0.0
0.0,0.004463957747390819,11.0,10.0,0.029999971389770508
0.0,0.017890462420891942,8.0,7.0,0.013000011444091797
0.0,0.2641195644672753,8.0,7.0,0.005000114440917969
0.0,0.12895000531762124,10.0,9.0,0.01900005340576172
0.0,0.3659696117741305,8.0,7.0,0.009999990463256836
1.0,0.0,2.0,1.0,0.0019998550415039062
1.0,0.0,2.0,1.0,0.0010001659393310547
1.0,0.0,2.0,1.0,0.002000093460083008
1.0,0.0,2.0,1.0,0.0029997825622558594
0.0,0.2648599223685798,7.0,6.0,0.00800013542175293
0.0,0.06010423948258053,9.0,8.0,0.003999948501586914
0.0,0.1892638762098614,8.0,7.0,0.01699995994567871
0.0,0.007025201275109708,10.0,9.0,0.011999845504760742
1.0,0.0,2.0,1.0,0.0019998550415039062
0.0,0.030539908260864723,8.0,7.0,0.009999990463256836
0.0,0.04220910477620945,9.0,8.0,0.005000114440917969
0.0,0.015042776058364347,9.0,8.0,0.01900005340576172
0.0,0.033961940325998474,9.0,8.0,0.011999845504760742
0.0,0.30457790228384374,8.0,7.0,0.01100015640258789
0.0,0.154408840942973,9.0,8.0,0.007999897003173828
1.0,0.0,2.0,1.0,0.0
0.0,0.1969918365417951,9.0,8.0,0.0280001163482666
0.0,0.369181695827845,8.0,7.0,0.008999824523925781
0.0,0.013466818233605007,7.0,6.0,0.0
0.0,0.0377763727440208,8.0,7.0,0.014000177383422852
0.0,0.2756139657333283,8.0,7.0,0.023000001907348633
0.0,0.29689412741663274,9.0,8.0,0.012000083923339844
0.0,0.03577088955473892,9.0,8.0,0.009999990463256836
1.0,0.0,2.0,1.0,0.0010001659393310547
0.0,0.12568165359178338,9.0,8.0,0.0
0.0,0.0459969451069966,10.0,9.0,0.02499985694885254
1.0,0.0,2.0,1.0,0.0010001659393310547
0.0,0.01484178413264808,7.0,6.0,0.007999897003173828
0.0,9.763931186199053e-5,8.0,7.0,0.0
0.0,0.009180016863848296,9.0,8.0,0.016000032424926758
1.0,0.0,2.0,1.0,0.0
1.0,0.0,2.0,1.0,0.0
0.0,0.006442174527308294,9.0,8.0,0.0280001163482666
0.0,0.09164668389787331,8.0,7.0,0.011999845504760742
0.0,0.02553888337159433,9.0,8.0,0.009000062942504883
0.0,0.23657742373264506,9.0,8.0,0.0
0.0,0.00666793612470709,7.0,6.0,0.007999897003173828
0.0,0.2615104839726616,8.0,7.0,0.008999824523925781
0.0,0.04178544352740126,9.0,8.0,0.009999990463256836
1.0,0.0,2.0,1.0,0.0019998550415039062
1.0,0.0,2.0,1.0,0.0010001659393310547
0.0,0.025414878917068437,9.0,8.0,0.0029997825622558594
0.0,0.07870172908395213,9.0,8.0,0.020000219345092773
1.0,0.0,2.0,1.0,0.0019998550415039062
1.0,0.0,2.0,1.0,0.0009999275207519531
1.0,0.0,2.0,1.0,0.0009999275207519531
1.0,0.0,2.0,1.0,0.002000093460083008
0.0,0.05072433309359165,7.0,6.0,0.008999824523925781
1.0,0.0,2.0,1.0,0.0009999275207519531
0.0,0.06317715650735928,8.0,7.0,0.009000062942504883
0.0,0.24445191252318954,9.0,8.0,0.0
0.0,0.2034370361533647,8.0,7.0,0.023000001907348633
1.0,0.0,2.0,1.0,0.0010001659393310547
0.0,0.16283900550765348,10.0,9.0,0.013000011444091797
0.0,0.11319253145959829,10.0,9.0,0.01100015640258789
1.0,0.0,2.0,1.0,0.0
0.0,0.3893429533386991,9.0,8.0,0.019999980926513672
0.0,0.06701293717104248,8.0,7.0,0.009999990463256836
0.0,0.023348550688103355,9.0,8.0,0.011999845504760742
1.0,0.0,2.0,1.0,0.0010001659393310547
0.0,0.1458410051954144,9.0,8.0,0.006000041961669922
1.0,0.0,2.0,1.0,0.01699995994567871
0.0,0.002265547150936567,9.0,8.0,0.010999917984008789
1.0,0.0,2.0,1.0,0.0010001659393310547
0.0,0.04138882254382732,9.0,8.0,0.010999917984008789
0.0,0.004632423423368831,9.0,8.0,0.007999897003173828
1.0,0.0,2.0,1.0,0.0
0.0,0.015378402855030225,9.0,8.0,0.01699995994567871
