p0_1,p0_2,p*_1,p*_2,p*-p0_1,p*-p0_2
0.47023496980059415,0.5297650301994059,0.4702349698005941,0.5297650301994059,-5.551115123125783e-17,0.0
0.7855802813509312,0.21441971864906886,0.7855802813509309,0.2144197186490691,-2.220446049250313e-16,2.498001805406602e-16
0.4347574402799767,0.5652425597200234,0.4347574402799767,0.5652425597200232,0.0,-1.1102230246251565e-16
0.33097295407331784,0.669027045926682,0.33097295407331795,0.669027045926682,1.1102230246251565e-16,0.0
0.5810327299757102,0.4189672700242898,0.5810327299757103,0.4189672700242898,1.1102230246251565e-16,0.0
0.6625812906183287,0.33741870938167134,0.6625812906183285,0.3374187093816715,-2.220446049250313e-16,1.6653345369377348e-16
0.5339567111962584,0.46604328880374146,0.5339567111962586,0.46604328880374135,2.220446049250313e-16,-1.1102230246251565e-16
0.329644262079415,0.6703557379205849,0.32964426207941516,0.6703557379205849,1.6653345369377348e-16,0.0
0.43369084913114553,0.5663091508688544,0.43369084913114575,0.5663091508688542,2.220446049250313e-16,-1.1102230246251565e-16
0.3184667630278086,0.6815332369721914,0.3184667630278086,0.6815332369721914,0.0,0.0
0.6704747630374127,0.3295252369625873,0.6974157542982373,0.3025842457017626,0.02694099126082461,-0.026940991260824665
0.6263816980475321,0.3736183019524679,0.6263816980475322,0.3736183019524678,1.1102230246251565e-16,-1.1102230246251565e-16
0.6784100424803859,0.3215899575196141,0.6784100424803859,0.3215899575196141,0.0,0.0
0.5442962343190179,0.4557037656809822,0.5442962343190179,0.45570376568098225,0.0,5.551115123125783e-17
0.3217903616163269,0.6782096383836731,0.32179036161632685,0.6782096383836732,-5.551115123125783e-17,1.1102230246251565e-16
0.5796332530132885,0.42036674698671156,0.5796332530132884,0.42036674698671167,-1.1102230246251565e-16,1.1102230246251565e-16
0.6162625742347823,0.38373742576521774,0.6162625742347821,0.3837374257652178,-1.1102230246251565e-16,5.551115123125783e-17
0.7208741616029077,0.27912583839709215,0.7664033320281238,0.23359666797187612,0.04552917042521609,-0.04552917042521604
0.6567274166370531,0.34327258336294686,0.6567274166370531,0.34327258336294686,0.0,0.0
0.5994635566026103,0.40053644339738964,0.5994635566026103,0.40053644339738975,0.0,1.1102230246251565e-16
0.4795847971767298,0.5204152028232703,0.4795847971767296,0.5204152028232704,-2.220446049250313e-16,1.1102230246251565e-16
0.5870015381247518,0.4129984618752483,0.5870015381247518,0.41299846187524825,0.0,-5.551115123125783e-17
0.5248807478283953,0.47511925217160467,0.5248807478283954,0.4751192521716046,1.1102230246251565e-16,-5.551115123125783e-17
0.4294699720952875,0.5705300279047124,0.42946997209528726,0.5705300279047127,-2.220446049250313e-16,3.3306690738754696e-16
0.37058522950749334,0.6294147704925067,0.370585229507493,0.6294147704925069,-3.3306690738754696e-16,2.220446049250313e-16
0.35083468249373095,0.649165317506269,0.35083468249373084,0.6491653175062693,-1.1102230246251565e-16,2.220446049250313e-16
0.512144821257559,0.48785517874244105,0.512144821257559,0.48785517874244105,0.0,0.0
