Quantile (0 is mean),p0_opt,Subopt_p0,sseqs_used,number_iters,runtime
0.0,0.4295,0.33732110393027437,3.9825,2.9825,0.004622001767158508
0.95,NaN,1.4543594236655468,6.0,5.0,0.018000125885009766
